50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
0,2,2,Nick Novak,KC,8.0,K,3,2,2,2011
0,1,1,Stephen Gostkowski,@Buf,7.0,K,3,4,4,2011
0,2,2,Matt Bryant,@TB,7.0,K,3,1,1,2011
1,1,1,Josh Scobee,@Car,6.0,K,3,1,1,2011
0,2,2,Mike Nugent,SF,6.0,K,3,0,0,2011
0,2,2,Olindo Mare,Jax,6.0,K,3,0,0,2011
0,1,1,John Kasay,Hou,6.0,K,3,3,3,2011
0,1,1,Nick Folk,@Oak,6.0,K,3,3,3,2011
0,2,1,Ryan Succop,@SD,5.0,K,3,2,2,2011
0,1,1,Robbie Gould,GB,5.0,K,3,2,2,2011
0,1,1,Phil Dawson,Mia,5.0,K,3,2,2,2011
0,1,1,Rob Bironas,Den,5.0,K,3,2,2,2011
0,3,1,Jay Feely,@Sea,4.0,K,3,1,1,2011
0,0,0,Lawrence Tynes,@Phi,3.0,K,3,3,3,2011
0,0,0,Matt Prater,@Ten,2.0,K,3,2,2,2011
0,0,0,Brett Kern,Den,2.0,K,3,0,0,2011
0,0,0,Josh Brown,Bal,1.0,K,3,1,1,2011
0,0,0,Matt Turk,@Car,0.0,K,3,0,0,2011
0,0,0,Andy Lee,@Cin,0.0,K,3,0,0,2011
2,5,5,Ryan Succop,Min,20.0,K,4,1,1,2011
0,4,4,Nick Novak,Mia,14.0,K,4,2,2,2011
1,3,3,Matt Bryant,@Sea,14.0,K,4,3,3,2011
1,2,2,Jason Hanson,@Dal,12.0,K,4,4,4,2011
1,3,3,Dan Carpenter,@SD,12.0,K,4,1,1,2011
0,3,3,Dan Bailey,Det,12.0,K,4,3,3,2011
0,3,3,Mike Nugent,Buf,11.0,K,4,2,2,2011
0,5,3,Olindo Mare,@Chi,11.0,K,4,2,2,2011
0,5,3,John Kasay,@Jax,11.0,K,4,2,2,2011
0,5,3,Alex Henery,SF,11.0,K,4,2,2,2011
0,2,2,Robbie Gould,Car,10.0,K,4,4,4,2011
0,2,2,Billy Cundiff,NYJ,10.0,K,4,4,4,2011
0,2,2,Jay Feely,NYG,9.0,K,4,3,3,2011
1,2,2,Phil Dawson,Ten,9.0,K,4,1,1,2011
0,2,2,Rian Lindell,@Cin,8.0,K,4,2,2,2011
0,1,1,Lawrence Tynes,@Ari,7.0,K,4,4,4,2011
0,2,2,Sebastian Janikowski,NE,7.0,K,4,1,1,2011
0,1,1,Stephen Gostkowski,@Oak,7.0,K,4,4,4,2011
0,0,0,Mason Crosby,Den,7.0,K,4,7,7,2011
0,1,1,Rob Bironas,@Cle,7.0,K,4,4,4,2011
0,2,1,Connor Barth,Ind,6.0,K,4,3,3,2011
0,3,1,David Akers,@Phi,6.0,K,4,3,3,2011
0,2,1,Adam Vinatieri,@TB,5.0,K,4,2,2,2011
0,1,1,Neil Rackers,Pit,5.0,K,4,2,2,2011
0,1,1,Matt Prater,@GB,5.0,K,4,2,2,2011
0,1,1,Ryan Longwell,@KC,5.0,K,4,2,2,2011
0,1,1,Graham Gano,@Stl,5.0,K,4,2,2,2011
0,1,1,Nick Folk,@Bal,5.0,K,4,2,2,2011
0,2,1,Shaun Suisham,@Hou,4.0,K,4,1,1,2011
0,1,1,Josh Scobee,NO,4.0,K,4,1,1,2011
0,1,0,Stephen Hauschka,Atl,4.0,K,4,4,4,2011
0,1,1,Josh Brown,Was,4.0,K,4,1,1,2011
1,5,5,Nick Novak,@Den,19.0,K,5,2,2,2011
3,4,4,Sebastian Janikowski,@Hou,19.0,K,5,1,1,2011
1,4,4,Mason Crosby,@Atl,15.0,K,5,1,1,2011
1,3,2,Ryan Longwell,Ari,12.0,K,5,4,4,2011
0,3,3,John Kasay,@Car,12.0,K,5,3,3,2011
1,2,2,Stephen Hauschka,@NYG,12.0,K,5,4,4,2011
0,3,3,Stephen Gostkowski,NYJ,12.0,K,5,3,3,2011
0,2,2,David Akers,TB,12.0,K,5,6,6,2011
1,3,2,Neil Rackers,Oak,10.0,K,5,2,2,2011
1,1,1,Adam Vinatieri,KC,8.0,K,5,3,3,2011
0,1,1,Shaun Suisham,Ten,8.0,K,5,5,5,2011
0,2,2,Josh Scobee,Cin,8.0,K,5,2,2,2011
0,1,1,Rian Lindell,Phi,7.0,K,5,4,4,2011
0,2,2,Robbie Gould,@Det,7.0,K,5,1,1,2011
0,1,1,Mike Nugent,@Jax,6.0,K,5,4,3,2011
0,1,1,Alex Henery,@Buf,6.0,K,5,3,3,2011
0,1,1,Jason Hanson,Chi,6.0,K,5,3,3,2011
1,1,1,Jay Feely,@Min,6.0,K,5,1,1,2011
0,1,1,Lawrence Tynes,Sea,5.0,K,5,2,2,2011
0,1,1,Rob Bironas,@Pit,5.0,K,5,2,2,2011
0,0,0,Ryan Succop,@Ind,4.0,K,5,4,4,2011
0,1,1,Matt Prater,SD,4.0,K,5,1,1,2011
0,0,0,Olindo Mare,NO,3.0,K,5,4,3,2011
0,0,0,Nick Folk,@NE,3.0,K,5,3,3,2011
0,1,1,Connor Barth,@SF,3.0,K,5,0,0,2011
0,0,0,Matt Bryant,GB,2.0,K,5,2,2,2011
0,0,0,Daniel Sepulveda,Ten,1.0,K,5,0,0,2011
0,5,5,Billy Cundiff,Hou,17.0,K,6,2,2,2011
1,3,3,Robbie Gould,Min,15.0,K,6,4,4,2011
0,5,4,Connor Barth,NO,14.0,K,6,2,2,2011
1,3,3,David Akers,@Det,13.0,K,6,2,2,2011
0,3,3,Dan Bailey,@NE,10.0,K,6,1,1,2011
0,3,2,Lawrence Tynes,Buf,9.0,K,6,3,3,2011
0,3,2,Mike Nugent,Ind,9.0,K,6,3,3,2011
1,2,2,Graham Gano,Phi,9.0,K,6,1,1,2011
0,2,2,John Kasay,@TB,8.0,K,6,2,2,2011
0,2,2,Alex Henery,@Was,8.0,K,6,2,2,2011
0,2,2,Stephen Gostkowski,Dal,8.0,K,6,2,2,2011
0,2,2,Josh Scobee,@Pit,7.0,K,6,1,1,2011
0,0,0,Shane Lechler,Cle,7.0,K,6,0,0,2011
0,3,2,Jason Hanson,SF,7.0,K,6,1,1,2011
0,1,1,Matt Bryant,Car,7.0,K,6,4,4,2011
0,1,1,Rian Lindell,@NYG,6.0,K,6,3,3,2011
0,1,1,Sebastian Janikowski,Cle,6.0,K,6,3,3,2011
0,1,1,Nick Folk,Mia,6.0,K,6,3,3,2011
0,1,1,Mason Crosby,Stl,6.0,K,6,3,3,2011
0,2,2,Dan Carpenter,@NYJ,6.0,K,6,0,0,2011
0,2,1,Adam Vinatieri,@Cin,5.0,K,6,2,2,2011
0,2,1,Shaun Suisham,Jax,5.0,K,6,2,2,2011
0,1,1,Olindo Mare,@Atl,5.0,K,6,2,2,2011
0,1,1,Phil Dawson,@Oak,5.0,K,6,2,2,2011
0,2,1,Ryan Longwell,@Chi,4.0,K,6,1,1,2011
0,2,1,Josh Brown,@GB,3.0,K,6,0,0,2011
0,0,0,Neil Rackers,@Bal,2.0,K,6,2,2,2011
3,4,4,Josh Scobee,Bal,18.0,K,7,0,0,2011
1,4,4,Mason Crosby,@Min,17.0,K,7,3,3,2011
0,4,4,Olindo Mare,Was,15.0,K,7,3,3,2011
0,2,2,John Kasay,Ind,14.0,K,7,8,8,2011
0,3,3,Shaun Suisham,@Ari,12.0,K,7,3,3,2011
1,2,2,Dan Bailey,Stl,12.0,K,7,4,4,2011
0,2,2,Neil Rackers,@Ten,11.0,K,7,5,5,2011
1,2,2,Ryan Longwell,GB,11.0,K,7,3,3,2011
0,3,3,Matt Bryant,@Det,11.0,K,7,2,2,2011
0,3,3,Jason Hanson,Atl,10.0,K,7,1,1,2011
2,4,2,Phil Dawson,Sea,10.0,K,7,0,0,2011
0,2,2,Nick Folk,SD,9.0,K,7,3,3,2011
0,3,3,Dan Carpenter,Den,9.0,K,7,0,0,2011
0,2,2,Graham Gano,@Car,8.0,K,7,2,2,2011
1,3,1,Matt Prater,@Mia,6.0,K,7,1,1,2011
0,2,1,Robbie Gould,@TB,6.0,K,7,3,3,2011
0,0,0,Ryan Succop,@Oak,4.0,K,7,4,4,2011
0,1,1,Connor Barth,Chi,4.0,K,7,1,1,2011
0,0,0,Nick Novak,@NYJ,3.0,K,7,3,3,2011
0,1,1,Stephen Hauschka,@Cle,3.0,K,7,0,0,2011
0,0,0,Jay Feely,Pit,2.0,K,7,2,2,2011
0,0,0,Adam Vinatieri,@NO,1.0,K,7,1,1,2011
0,1,0,Billy Cundiff,@Jax,1.0,K,7,1,1,2011
0,0,0,Josh Brown,@Dal,1.0,K,7,1,1,2011
0,0,0,Rob Bironas,Hou,1.0,K,7,1,1,2011
2,2,2,Rob Bironas,Ind,13.0,K,8,3,3,2011
0,5,4,Nick Novak,@KC,12.0,K,8,0,0,2011
0,3,3,Billy Cundiff,Ari,12.0,K,8,3,3,2011
0,4,3,Shaun Suisham,NE,11.0,K,8,2,2,2011
0,3,3,Ryan Succop,SD,11.0,K,8,2,2,2011
0,4,3,Rian Lindell,Was,11.0,K,8,2,2,2011
1,1,1,Jason Hanson,@Den,11.0,K,8,6,6,2011
0,2,2,Mike Nugent,@Sea,10.0,K,8,4,4,2011
0,2,2,Alex Henery,Dal,10.0,K,8,4,4,2011
0,2,2,Jay Feely,@Bal,9.0,K,8,3,3,2011
0,2,2,Lawrence Tynes,Mia,8.0,K,8,2,2,2011
0,2,2,David Akers,Cle,8.0,K,8,2,2,2011
0,1,1,Josh Brown,NO,7.0,K,8,4,4,2011
0,2,1,Neil Rackers,Jax,6.0,K,8,3,3,2011
0,2,1,Ryan Longwell,@Car,6.0,K,8,3,3,2011
0,2,2,Stephen Hauschka,Cin,6.0,K,8,0,0,2011
1,1,1,Phil Dawson,@SF,6.0,K,8,1,1,2011
0,2,1,Stephen Gostkowski,@Pit,5.0,K,8,2,2,2011
0,1,1,Dan Carpenter,@NYG,5.0,K,8,2,2,2011
0,1,1,Adam Vinatieri,@Ten,4.0,K,8,1,1,2011
0,1,1,Matt Prater,Det,4.0,K,8,1,1,2011
0,1,0,Olindo Mare,Min,3.0,K,8,3,3,2011
0,1,0,John Kasay,@Stl,3.0,K,8,3,3,2011
0,0,0,Josh Scobee,@Hou,2.0,K,8,2,2,2011
0,0,0,Dan Bailey,@Phi,1.0,K,8,1,1,2011
0,1,0,Graham Gano,@Buf,0.0,K,8,0,0,2011
1,4,4,David Akers,@Was,15.0,K,9,1,1,2011
1,3,3,Neil Rackers,Cle,14.0,K,9,3,3,2011
1,3,3,Robbie Gould,@Phi,14.0,K,9,3,3,2011
1,4,3,Billy Cundiff,@Pit,13.0,K,9,2,2,2011
1,3,2,Nick Folk,@Buf,11.0,K,9,3,3,2011
0,3,3,Dan Bailey,Sea,11.0,K,9,2,2,2011
1,1,1,Nick Novak,GB,10.0,K,9,5,5,2011
2,2,2,Phil Dawson,@Hou,10.0,K,9,0,0,2011
0,3,3,Connor Barth,@NO,10.0,K,9,1,1,2011
0,3,2,John Kasay,TB,9.0,K,9,3,3,2011
0,1,1,Mason Crosby,@SD,9.0,K,9,6,6,2011
0,4,3,Josh Brown,@Ari,9.0,K,9,0,0,2011
0,2,2,Shaun Suisham,Bal,8.0,K,9,2,2,2011
0,2,1,Matt Prater,@Oak,8.0,K,9,5,5,2011
0,3,2,Stephen Gostkowski,NYG,8.0,K,9,2,2,2011
0,3,2,Stephen Hauschka,@Dal,7.0,K,9,1,1,2011
0,2,2,Jay Feely,Stl,7.0,K,9,1,1,2011
0,1,1,Dan Carpenter,@KC,7.0,K,9,4,4,2011
0,1,1,Matt Bryant,@Ind,7.0,K,9,4,4,2011
0,1,1,Lawrence Tynes,@NE,6.0,K,9,3,3,2011
0,1,1,Mike Nugent,@Ten,6.0,K,9,3,3,2011
0,1,1,Sebastian Janikowski,Den,6.0,K,9,3,3,2011
0,1,1,Alex Henery,Chi,6.0,K,9,3,3,2011
1,1,1,Graham Gano,SF,5.0,K,9,0,0,2011
0,1,1,Rob Bironas,Cin,5.0,K,9,2,2,2011
0,1,1,Ryan Succop,Mia,3.0,K,9,0,0,2011
0,1,1,Rian Lindell,NYJ,3.0,K,9,0,0,2011
0,0,0,Adam Vinatieri,Atl,1.0,K,9,1,1,2011
0,0,0,Chas Henry,Chi,0.0,K,9,0,0,2011
0,0,0,Dustin Colquitt,Mia,0.0,K,9,0,0,2011
0,0,0,Britton Colquitt,@Oak,0.0,K,9,0,0,2011
1,5,4,John Kasay,@Atl,16.0,K,10,2,2,2011
0,5,5,Stephen Hauschka,Bal,16.0,K,10,1,1,2011
1,4,3,Robbie Gould,Det,15.0,K,10,4,4,2011
1,3,3,Stephen Gostkowski,@NYJ,15.0,K,10,4,4,2011
1,4,4,David Akers,NYG,15.0,K,10,1,1,2011
0,3,3,Dan Bailey,Buf,14.0,K,10,5,5,2011
0,5,4,Phil Dawson,Stl,12.0,K,10,0,0,2011
0,3,3,Rob Bironas,@Car,12.0,K,10,3,3,2011
0,4,3,Matt Bryant,NO,11.0,K,10,2,2,2011
0,5,3,Graham Gano,@Mia,9.0,K,10,0,0,2011
0,1,1,Mason Crosby,Min,9.0,K,10,6,6,2011
0,2,2,Lawrence Tynes,@SF,8.0,K,10,2,2,2011
0,3,2,Dan Carpenter,Was,8.0,K,10,2,2,2011
0,2,1,Neil Rackers,@TB,7.0,K,10,5,4,2011
0,2,2,Jason Hanson,@Chi,7.0,K,10,1,1,2011
0,2,2,Josh Brown,@Cle,7.0,K,10,1,1,2011
0,1,1,Shaun Suisham,@Cin,6.0,K,10,3,3,2011
0,1,1,Sebastian Janikowski,@SD,6.0,K,10,3,3,2011
0,2,1,Josh Scobee,@Ind,5.0,K,10,2,2,2011
0,2,1,Matt Prater,@KC,5.0,K,10,2,2,2011
0,1,1,Mike Nugent,Pit,5.0,K,10,2,2,2011
0,2,1,Nick Novak,Oak,5.0,K,10,2,2,2011
0,1,1,Alex Henery,Ari,5.0,K,10,2,2,2011
0,3,1,Billy Cundiff,@Sea,5.0,K,10,2,2,2011
1,1,1,Connor Barth,Hou,5.0,K,10,0,0,2011
0,1,1,Ryan Succop,Den,4.0,K,10,1,1,2011
0,1,1,Adam Vinatieri,Jax,3.0,K,10,0,0,2011
0,2,1,Olindo Mare,Ten,3.0,K,10,0,0,2011
0,2,0,Jay Feely,@Phi,3.0,K,10,3,3,2011
0,1,0,Nick Folk,NE,2.0,K,10,2,2,2011
0,1,0,Dave Rayner,@Dal,1.0,K,10,1,1,2011
0,1,0,Ryan Longwell,@GB,1.0,K,10,1,1,2011
0,0,0,Shane Lechler,@SD,0.0,K,10,0,0,2011
0,3,3,Matt Bryant,Ten,11.0,K,11,2,2,2011
0,6,3,David Akers,Ari,11.0,K,11,2,2,2011
0,2,2,Stephen Gostkowski,KC,10.0,K,11,4,4,2011
0,2,2,Olindo Mare,@Det,9.0,K,11,3,3,2011
0,3,2,Sebastian Janikowski,@Min,9.0,K,11,3,3,2011
0,2,2,Dan Bailey,@Was,9.0,K,11,3,3,2011
1,2,2,Dave Rayner,@Mia,8.0,K,11,0,0,2011
0,3,2,Nick Novak,@Chi,8.0,K,11,2,2,2011
0,2,2,Connor Barth,@GB,8.0,K,11,2,2,2011
0,0,0,Jason Hanson,Car,7.0,K,11,7,7,2011
0,1,1,Robbie Gould,SD,7.0,K,11,4,4,2011
0,4,2,Nick Folk,@Den,7.0,K,11,1,1,2011
0,1,1,Billy Cundiff,Cin,7.0,K,11,4,4,2011
0,1,1,Mike Nugent,@Bal,6.0,K,11,3,3,2011
0,1,1,Stephen Hauschka,@Stl,6.0,K,11,3,3,2011
0,3,1,Graham Gano,Dal,6.0,K,11,3,3,2011
0,1,1,Matt Prater,NYJ,5.0,K,11,2,2,2011
0,1,1,Alex Henery,@NYG,5.0,K,11,2,2,2011
0,0,0,Shayne Graham,Buf,5.0,K,11,5,5,2011
0,1,0,Mason Crosby,TB,5.0,K,11,5,5,2011
0,1,1,Rob Bironas,@Atl,5.0,K,11,2,2,2011
0,1,1,Lawrence Tynes,Phi,4.0,K,11,1,1,2011
0,1,1,Josh Scobee,@Cle,4.0,K,11,1,1,2011
0,1,1,Ryan Succop,@NE,3.0,K,11,0,0,2011
0,0,0,Ryan Longwell,Oak,3.0,K,11,3,3,2011
0,1,0,Phil Dawson,Jax,2.0,K,11,2,2,2011
0,0,0,Jay Feely,@SF,1.0,K,11,1,1,2011
0,0,0,Josh Brown,Sea,1.0,K,11,1,1,2011
0,0,0,Adam Podlesh,SD,0.0,K,11,0,0,2011
0,0,0,Tim Masthay,TB,0.0,K,11,0,0,2011
0,0,0,Chris Kluwe,Oak,0.0,K,11,0,0,2011
0,6,6,Sebastian Janikowski,Chi,19.0,K,12,1,1,2011
0,5,4,Shayne Graham,@Dal,13.0,K,12,1,1,2011
1,4,3,Rob Bironas,TB,13.0,K,12,2,2,2011
2,2,2,Robbie Gould,@Oak,12.0,K,12,2,2,2011
0,3,3,Mike Nugent,Cle,11.0,K,12,2,2,2011
0,3,3,Jay Feely,@Stl,11.0,K,12,2,2,2011
1,2,2,Neil Rackers,@Jax,10.0,K,12,2,2,2011
0,3,3,Matt Prater,@SD,10.0,K,12,1,1,2011
1,3,2,Phil Dawson,@Cin,10.0,K,12,2,2,2011
0,3,3,Billy Cundiff,SF,10.0,K,12,1,1,2011
0,3,3,Ryan Succop,Pit,9.0,K,12,0,0,2011
1,4,2,Nick Novak,Den,9.0,K,12,1,1,2011
0,3,2,Olindo Mare,@Ind,9.0,K,12,3,3,2011
0,2,2,Mason Crosby,@Det,9.0,K,12,3,3,2011
1,1,1,Dave Rayner,@NYJ,8.0,K,12,3,3,2011
0,2,2,Alex Henery,NE,8.0,K,12,2,2,2011
0,2,1,Stephen Gostkowski,@Phi,8.0,K,12,5,5,2011
0,3,2,Josh Brown,Ari,8.0,K,12,2,2,2011
0,2,2,Dan Bailey,Mia,8.0,K,12,2,2,2011
1,2,2,David Akers,@Bal,8.0,K,12,0,0,2011
0,2,2,Adam Vinatieri,Car,7.0,K,12,1,1,2011
0,2,2,Shaun Suisham,@KC,7.0,K,12,1,1,2011
0,3,2,Josh Scobee,Hou,7.0,K,12,1,1,2011
0,0,0,John Kasay,NYG,7.0,K,12,7,7,2011
0,2,1,Lawrence Tynes,@NO,6.0,K,12,3,3,2011
0,1,1,Matt Bryant,Min,6.0,K,12,3,3,2011
0,2,1,Stephen Hauschka,Was,5.0,K,12,2,2,2011
0,2,1,Graham Gano,@Sea,5.0,K,12,3,2,2011
0,1,1,Connor Barth,@Ten,5.0,K,12,2,2,2011
0,0,0,Nick Folk,Buf,4.0,K,12,4,4,2011
0,0,0,Ryan Longwell,@Atl,2.0,K,12,2,2,2011
0,1,0,Jason Hanson,GB,1.0,K,12,1,1,2011
0,0,0,Steve Weatherford,@NO,0.0,K,12,0,0,2011
1,4,4,Connor Barth,Car,15.0,K,13,1,1,2011
0,4,4,David Akers,Stl,14.0,K,13,2,2,2011
0,4,4,Graham Gano,NYJ,13.0,K,13,1,1,2011
0,3,3,Ryan Longwell,Den,12.0,K,13,3,3,2011
1,3,2,Nick Folk,@Was,12.0,K,13,4,4,2011
1,2,2,Lawrence Tynes,GB,11.0,K,13,3,3,2011
0,3,3,Rob Bironas,@Buf,11.0,K,13,2,2,2011
0,2,2,Dan Carpenter,Oak,10.0,K,13,4,4,2011
0,2,2,Matt Prater,@Min,9.0,K,13,3,3,2011
1,4,2,Dan Bailey,@Ari,9.0,K,13,1,1,2011
0,1,1,Nick Novak,@Jax,8.0,K,13,5,5,2011
0,1,1,Olindo Mare,@TB,8.0,K,13,5,5,2011
0,2,1,Mason Crosby,@NYG,8.0,K,13,5,5,2011
0,1,1,John Kasay,Det,7.0,K,13,4,4,2011
0,1,1,Stephen Hauschka,Phi,7.0,K,13,4,4,2011
0,1,1,Stephen Gostkowski,Ind,7.0,K,13,4,4,2011
0,2,2,Jay Feely,Dal,7.0,K,13,1,1,2011
0,1,1,Adam Vinatieri,@NE,6.0,K,13,3,3,2011
0,3,1,Billy Cundiff,@Cle,6.0,K,13,3,3,2011
0,1,0,Shaun Suisham,Cin,5.0,K,13,5,5,2011
0,1,1,Dave Rayner,Ten,5.0,K,13,2,2,2011
0,2,1,Neil Rackers,Atl,5.0,K,13,2,2,2011
0,3,1,Jason Hanson,@NO,5.0,K,13,2,2,2011
0,1,1,Ryan Succop,@Chi,4.0,K,13,1,1,2011
0,1,1,Phil Dawson,Bal,4.0,K,13,1,1,2011
0,1,1,Matt Bryant,@Hou,4.0,K,13,1,1,2011
0,2,1,Robbie Gould,KC,3.0,K,13,0,0,2011
0,0,0,Josh Scobee,SD,2.0,K,13,2,2,2011
0,0,0,Sebastian Janikowski,@Mia,2.0,K,13,2,2,2011
0,0,0,Alex Henery,@Sea,2.0,K,13,2,2,2011
0,1,0,Mike Nugent,@Pit,1.0,K,13,1,1,2011
0,0,0,Nick Harris,SD,0.0,K,13,0,0,2011
0,4,4,Mason Crosby,Oak,16.0,K,14,5,4,2011
0,4,4,Mike Nugent,Hou,13.0,K,14,1,1,2011
0,5,4,David Akers,@Ari,13.0,K,14,1,1,2011
0,4,3,Stephen Hauschka,Stl,12.0,K,14,3,3,2011
2,3,2,Matt Prater,Chi,11.0,K,14,1,1,2011
0,3,3,John Kasay,@Ten,10.0,K,14,1,1,2011
0,2,2,Jason Hanson,Min,10.0,K,14,4,4,2011
0,2,2,Stephen Gostkowski,@Was,10.0,K,14,4,4,2011
0,3,2,Dan Bailey,NYG,10.0,K,14,4,4,2011
0,2,2,Lawrence Tynes,@Dal,9.0,K,14,3,3,2011
0,2,2,Graham Gano,NE,9.0,K,14,3,3,2011
0,3,2,Neil Rackers,@Cin,8.0,K,14,2,2,2011
0,1,1,Nick Novak,Buf,7.0,K,14,5,4,2011
0,2,1,Matt Bryant,@Car,7.0,K,14,4,4,2011
0,2,2,Josh Brown,@Sea,7.0,K,14,1,1,2011
1,1,1,Ryan Succop,@NYJ,6.0,K,14,1,1,2011
0,1,1,Alex Henery,@Mia,6.0,K,14,3,3,2011
1,1,1,Robbie Gould,@Den,6.0,K,14,1,1,2011
0,1,1,Billy Cundiff,Ind,6.0,K,14,3,3,2011
0,0,0,Josh Scobee,TB,5.0,K,14,5,5,2011
0,0,0,Nick Folk,KC,5.0,K,14,5,5,2011
0,1,1,Rob Bironas,NO,5.0,K,14,2,2,2011
0,1,1,Adam Vinatieri,@Bal,4.0,K,14,1,1,2011
0,2,1,Dave Rayner,@SD,4.0,K,14,1,1,2011
0,0,0,Ryan Longwell,@Det,4.0,K,14,4,4,2011
0,2,1,Dan Carpenter,Phi,4.0,K,14,1,1,2011
0,1,0,Olindo Mare,Atl,3.0,K,14,3,3,2011
0,0,0,Jay Feely,SF,3.0,K,14,3,3,2011
0,1,1,Phil Dawson,@Pit,3.0,K,14,0,0,2011
0,0,0,Shaun Suisham,Cle,2.0,K,14,2,2,2011
0,0,0,Sebastian Janikowski,@GB,2.0,K,14,2,2,2011
0,0,0,Connor Barth,@Jax,2.0,K,14,2,2,2011
0,0,0,Shane Lechler,@GB,0.0,K,14,0,0,2011
0,4,4,Ryan Succop,GB,13.0,K,15,1,1,2011
0,3,3,Dan Carpenter,@Buf,12.0,K,15,3,3,2011
1,3,2,Sebastian Janikowski,Det,11.0,K,15,3,3,2011
0,2,2,Stephen Gostkowski,@Den,11.0,K,15,5,5,2011
0,3,3,Graham Gano,@NYG,11.0,K,15,2,2,2011
0,2,2,Matt Bryant,Jax,11.0,K,15,5,5,2011
0,3,2,Nick Novak,Bal,10.0,K,15,4,4,2011
0,2,2,Adam Vinatieri,Ten,9.0,K,15,3,3,2011
0,1,1,Alex Henery,NYJ,9.0,K,15,6,6,2011
1,2,2,Rob Bironas,@Ind,9.0,K,15,1,1,2011
0,2,2,Mike Nugent,@Stl,8.0,K,15,2,2,2011
0,2,2,Ryan Longwell,NO,8.0,K,15,2,2,2011
0,1,1,Stephen Hauschka,@Chi,8.0,K,15,5,5,2011
0,2,2,Jay Feely,Cle,8.0,K,15,2,2,2011
0,2,2,David Akers,Pit,8.0,K,15,2,2,2011
0,3,2,Neil Rackers,Car,7.0,K,15,1,1,2011
0,2,2,Nick Folk,@Phi,7.0,K,15,1,1,2011
0,3,2,Josh Brown,Cin,7.0,K,15,1,1,2011
0,1,1,Dan Bailey,@TB,7.0,K,15,4,4,2011
0,1,0,John Kasay,@Min,6.0,K,15,6,6,2011
1,2,1,Shaun Suisham,@SF,5.0,K,15,0,0,2011
0,2,1,Dave Rayner,Mia,5.0,K,15,2,2,2011
0,1,1,Matt Prater,NE,5.0,K,15,2,2,2011
0,1,1,Phil Dawson,@Ari,5.0,K,15,2,2,2011
0,2,1,Lawrence Tynes,Was,4.0,K,15,1,1,2011
0,0,0,Olindo Mare,@Hou,4.0,K,15,4,4,2011
0,0,0,Jason Hanson,@Oak,4.0,K,15,4,4,2011
0,0,0,Josh Scobee,@Atl,2.0,K,15,2,2,2011
0,0,0,Robbie Gould,Sea,2.0,K,15,2,2,2011
0,1,0,Billy Cundiff,@SD,2.0,K,15,2,2,2011
0,1,0,Mason Crosby,@KC,2.0,K,15,2,2,2011
0,0,0,Connor Barth,Dal,1.0,K,15,1,1,2011
0,6,4,Dave Rayner,Den,16.0,K,16,4,4,2011
1,4,4,Graham Gano,Min,16.0,K,16,2,2,2011
2,3,3,Rob Bironas,Jax,15.0,K,16,2,2,2011
1,5,4,David Akers,@Sea,15.0,K,16,1,1,2011
0,5,4,Adam Vinatieri,Hou,13.0,K,16,1,1,2011
0,2,2,Olindo Mare,TB,12.0,K,16,6,6,2011
1,3,3,Matt Bryant,@NO,12.0,K,16,1,1,2011
0,5,3,Mike Nugent,Ari,11.0,K,16,2,2,2011
0,3,3,Neil Rackers,@Ind,10.0,K,16,1,1,2011
0,4,3,Sebastian Janikowski,@KC,10.0,K,16,1,1,2011
1,2,2,Alex Henery,@Dal,10.0,K,16,2,2,2011
1,1,1,Jason Hanson,SD,10.0,K,16,5,5,2011
0,2,2,Lawrence Tynes,@NYJ,9.0,K,16,3,3,2011
0,2,2,Shaun Suisham,Stl,9.0,K,16,3,3,2011
0,3,2,Ryan Longwell,@Was,9.0,K,16,4,3,2011
0,1,1,John Kasay,Atl,9.0,K,16,6,6,2011
0,3,2,Stephen Gostkowski,Mia,9.0,K,16,3,3,2011
0,2,2,Shayne Graham,Cle,8.0,K,16,2,2,2011
0,4,2,Ryan Succop,Oak,7.0,K,16,1,1,2011
0,3,2,Robbie Gould,@GB,7.0,K,16,1,1,2011
0,1,1,Dan Carpenter,@NE,6.0,K,16,3,3,2011
0,1,1,Josh Scobee,@Ten,5.0,K,16,2,2,2011
0,1,1,Stephen Hauschka,SF,5.0,K,16,2,2,2011
0,0,0,Mason Crosby,Chi,5.0,K,16,5,5,2011
0,1,1,Nick Novak,@Det,4.0,K,16,1,1,2011
0,1,1,Jay Feely,@Cin,4.0,K,16,1,1,2011
0,1,1,Connor Barth,@Car,4.0,K,16,1,1,2011
0,0,0,Matt Prater,@Buf,2.0,K,16,2,2,2011
0,1,0,Nick Folk,NYG,2.0,K,16,2,2,2011
0,0,0,Phil Dawson,@Bal,2.0,K,16,2,2,2011
0,0,0,Dan Bailey,Phi,1.0,K,16,1,1,2011
0,0,0,Donnie Jones,@Pit,0.0,K,16,0,0,2011
0,2,0,Josh Brown,@Pit,0.0,K,16,0,0,2011
1,4,4,Sebastian Janikowski,SD,16.0,K,17,2,2,2011
0,3,2,David Akers,@Stl,16.0,K,17,4,4,2011
1,4,4,Dan Carpenter,NYJ,15.0,K,17,1,1,2011
0,4,4,Josh Scobee,Ind,13.0,K,17,1,1,2011
1,3,3,Neil Rackers,Ten,12.0,K,17,1,1,2011
0,2,2,Stephen Gostkowski,Buf,11.0,K,17,5,5,2011
