,Fumble TD,Fumbles Lost,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Position,Fumble TD M2E,Fumble TD EV,Fumbles Lost M2E,Fumbles Lost EV,Pass 2PT M2E,Pass 2PT EV,Pass Attempts M2E,Pass Attempts EV,Pass Completions M2E,Pass Completions EV,Pass Interceptions M2E,Pass Interceptions EV,Pass TD M2E,Pass TD EV,Pass Yards M2E,Pass Yards EV,Receiving 2PT M2E,Receiving 2PT EV,Receiving TD M2E,Receiving TD EV,Receiving Yards M2E,Receiving Yards EV,Receptions M2E,Receptions EV,Rush 2PT M2E,Rush 2PT EV,Rush Attempts M2E,Rush Attempts EV,Rush TD M2E,Rush TD EV,Rush Yards M2E,Rush Yards EV
Josh Huff,-0.008901998767625182,-0.04057792483945377,0.0,-0.009153846265348875,-0.009093279269011578,-0.017806114244894058,-0.03672717231242844,-0.012032881866237233,-0.08534814816129521,-0.05558799545178772,-0.017025593242915082,-0.06661632505665693,-0.008901998767625182,-0.014136091838918396,-0.01455117907917386,-0.009211939864072203,"16180    WR
16513    WR
16585    WR
16714    WR
17030    WR
17196    WR
17468    WR
21162    WR
21258    WR
21524    WR
21692    WR
21804    WR
21986    WR
22027    WR
22129    WR
22291    WR
22512    WR
22606    WR
22774    WR
29013    WR
29101    WR
29280    WR
29518    WR
29664    WR
Name: Position, dtype: object",0.0,1.0,8.480924195558033e-06,0.0,0.0,1.0,7.538576889273754e-08,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.537859133368315e-08,0.0,1.000272869441107e-11,0.0,5.663482968032087e-06,0.0,0.0,1.0,1.7157683782807224e-15,0.0,0.0,1.0,2.918594772262521e-19,0.0
Robby Anderson,-0.008901998767625182,-0.0376657222030361,0.0,-0.009166768192301236,-0.009093279269011578,-0.017806114244894058,-0.03672717231242844,-0.012032881866237233,-0.08534814816129521,-0.06079559300458263,-0.01701921969652176,-0.06609642505645752,-0.008901998767625182,-0.014141873540170435,-0.01455117907917386,-0.009072215942708795,"29093    WR
29232    WR
29328    WR
29437    WR
29494    WR
29640    WR
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.318858961385325e-18,0.0,6.027868679424603e-16,0.0,0.0,1.0,3.009265538105056e-36,0.0,0.0,1.0,4.523265849851151e-29,0.0
Cordarrelle Patterson,-0.008901998767625182,-0.014739240848856028,0.0,-0.009166768192301236,-0.009093279269011583,-0.01780611424489406,-0.03672717231242845,-0.012032881866237233,-0.08534814816129523,-0.0542698775899817,-0.016562318101241914,-0.0009223900048249689,-0.008901998767625182,-0.014141740771426391,0.00663525679618715,-0.00921238777183607,"15627    WR
15772    WR
15900    WR
16029    WR
16174    WR
16279    WR
16347    WR
16438    WR
16616    WR
16788    WR
16897    WR
17148    WR
17226    WR
17348    WR
17564    WR
17677    WR
17752    WR
17904    WR
18108    WR
18194    WR
18288    WR
18393    WR
18442    WR
18581    WR
18659    WR
18744    WR
18833    WR
18963    WR
19065    WR
19173    WR
21172    WR
21397    WR
21505    WR
22095    WR
22894    WR
28882    WR
29007    WR
29125    WR
29196    WR
29271    WR
29474    WR
29633    WR
Name: Position, dtype: object",3.009265538105056e-36,0.0,0.0005256235472835667,0.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0,1.2037062152420224e-35,0.0,4.81482486096809e-35,0.0,1.2037062152420224e-35,0.0,1.925929944387236e-34,0.0,5.425086679085427e-07,0.0,3.5706392894671555e-10,0.0,9.241025049973912e-06,0.0,3.009265538105056e-36,0.0,1.6661909099448403e-15,0.0,0.000448865065100784,0.0,1.495075517586945e-13,0.0
Alex Smith,0.0,0.2781716511670993,-0.03932275154591025,1.5094449732809494,1.387322418293494,-0.030516782048732538,-0.09275945278064057,0.5075105132010513,6.938893903907228e-18,-0.03456918691517785,-0.027332702612750004,-0.02741838144720532,-0.06750077715157875,-0.05478413205926813,-0.008191527853227853,-0.028926305928969498,"10       QB
51       QB
93       QB
136      QB
147      QB
208      QB
232      QB
247      QB
329      QB
602      QB
611      QB
676      QB
692      QB
730      QB
765      QB
797      QB
824      QB
846      QB
921      QB
956      QB
976      QB
1013     QB
1061     QB
1105     QB
1133     QB
1172     QB
1229     QB
1256     QB
1278     QB
1321     QB
         ..
3549     QB
3558     QB
23800    TE
23831    TE
24141    TE
24179    TE
24268    TE
24371    TE
24471    TE
24521    TE
25022    TE
25049    TE
25379    TE
26269    TE
26335    TE
26378    TE
26455    TE
26520    TE
26559    TE
26665    TE
26862    TE
26923    TE
27803    TE
27862    QB
27920    QB
27944    QB
27972    QB
28055    QB
28071    QB
28118    QB
Name: Position, Length: 111, dtype: object",0.0,1.0,5.973328080602934,0.0,4.569122838870042e-05,0.0,0.0021092896745879756,0.0,0.0008134860758133094,0.0,2.124042177274343e-07,0.0,2.853453242546164e-06,0.0,0.0002210277937009022,0.0,4.81482486096809e-35,0.0,2.261880109899243e-21,0.0,1.2037062152420224e-35,0.0,2.9748817483808773e-22,0.0,1.3019286424057714e-31,0.0,3.1875706027950834e-05,0.0,0.0001411158099188567,0.0,2.624425221863884e-09,0.0
Brandon Marshall,-0.008901998767625182,-0.019014633260667324,0.0,-0.009153922877885634,-0.009093279269011576,-0.017806114244894058,-0.03672717231242844,-0.012032881866237232,0.10065267980098724,0.04527151584625244,-0.010225190257187933,0.1592109790071845,-0.008901998767625182,-0.01414190531170334,-0.014551179079173863,-0.009212017112755296,"12249    WR
12344    WR
12411    WR
12539    WR
12708    WR
12822    WR
12913    WR
13017    WR
13117    WR
13204    WR
13493    WR
13587    WR
13705    WR
13809    WR
13912    WR
14021    WR
14164    WR
14265    WR
14426    WR
14523    WR
14625    WR
14674    WR
14783    WR
14960    WR
14976    WR
15112    WR
15213    WR
15302    WR
15408    WR
15561    WR
         ..
20438    WR
20527    WR
20633    WR
20759    WR
20865    WR
21018    WR
21078    WR
21194    WR
21308    WR
21417    WR
21615    WR
21745    WR
21837    WR
21935    WR
22025    WR
22125    WR
22207    WR
22326    WR
22441    WR
22597    WR
22669    WR
22785    WR
28850    WR
28917    WR
29099    WR
29145    WR
29256    WR
29378    WR
29515    WR
29614    WR
Name: Position, Length: 99, dtype: object",0.0,1.0,0.00034786311873615173,0.0,0.0,1.0,1.6500210243567526e-10,0.0,3.009265538105056e-36,0.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0,0.034596308002654605,0.0,0.00994260757849738,0.0,0.0003811218950438992,0.0,0.0043572017927348715,0.0,0.0,1.0,3.7089630521079607e-17,0.0,3.009265538105056e-36,0.0,3.2585782527415774e-28,0.0
Rob Kelley,0.0,-0.07088421258695853,0.0,-0.055589021985328856,-0.03320445500854596,-0.014152045525279,-0.02831259801595088,-0.0100294118713246,-0.04479308591452912,-0.009021475495728737,-0.027476079384783997,-0.05084931959462251,-0.06733531265686164,0.1255238726735115,-0.05799263481497831,-0.020338334907478384,"28385    RB
28462    RB
28520    RB
28574    RB
28654    RB
28719    RB
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0,1.2037062152420224e-35,0.0,0.0,1.0,4.81482486096809e-35,0.0,6.405035800477995e-27,0.0,1.2037062152420224e-35,0.0,0.0,1.0,0.0,1.0,2.749377409382395e-17,0.0,4.81482486096809e-35,0.0,1.0224654042119017e-26,0.0
Kyle Rudolph,0.0,-0.05951716702471839,0.0,0.0,0.0,0.0,0.0,0.0,-0.011251449584960938,-0.03539583901062172,-0.020248728464632822,0.1166911074558338,0.0,-0.014647145865235845,-0.0371904001652801,-0.013167253977463985,"22914    TE
22949    TE
23023    TE
23076    TE
23141    TE
23182    TE
23244    TE
23293    TE
23362    TE
23372    TE
23441    TE
23512    TE
23555    TE
23620    TE
23652    TE
23773    TE
23817    TE
23865    TE
23960    TE
23970    TE
24010    TE
24133    TE
24192    TE
24278    TE
24334    TE
24457    TE
24483    TE
24554    TE
24604    TE
24631    TE
         ..
24815    TE
24884    TE
24912    TE
24953    TE
25401    TE
25457    TE
25518    TE
25911    TE
25962    TE
26042    TE
26056    TE
26270    TE
26319    TE
26364    TE
26464    TE
26564    TE
26650    TE
26692    TE
26787    TE
26873    TE
26911    TE
26937    TE
27015    TE
29681    TE
29730    TE
29779    TE
29827    TE
29895    TE
29972    TE
30033    TE
Name: Position, Length: 62, dtype: object",0.0,1.0,4.81482486096809e-35,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00011683514158275794,0.0,5.8422578802837286e-06,0.0,5.072962984338263e-05,0.0,0.00024175298293317027,0.0,0.0,1.0,3.009265538105056e-36,0.0,4.333342374871281e-34,0.0,0.0,1.0
Ben Braunecker,0.0,-0.05951716702471836,0.0,0.0,0.0,0.0,0.0,0.0,-0.02206048014198861,-0.0475813876369665,-0.035925478575032185,-0.05342172595345572,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463985,"30056    TE
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Peyton Barber,0.0,-0.07088421258695853,0.0,-0.055589021985328856,-0.03320445500854596,-0.014152045525278998,-0.02831259801595088,-0.0100294118713246,-0.04479308591452912,-0.02922472600025392,-0.027476079384799117,-0.050849951423951226,-0.06733531265686164,-0.05584294196580686,-0.05584362787510429,-0.014475294342191525,"28542    RB
28640    RB
28778    RB
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.81482486096809e-35,0.0,4.81482486096809e-35,0.0,0.0,1.0,1.4426953435235206e-28,0.0,4.81482486096809e-35,0.0,1.88079096131566e-33,0.0
Vernon Davis,0.0,-0.02597071980319221,0.0,0.0,0.0,0.0,0.0,0.0,-0.012970574995026518,-0.03071459601198967,0.023008296507973452,-0.019088009495417696,0.0,-0.014318807796531274,-0.03719040016528009,-0.013167235790571396,"22916    TE
22959    TE
23187    TE
23248    TE
23356    TE
23384    TE
23465    TE
23510    TE
23554    TE
23644    TE
23765    TE
23809    TE
23871    TE
23949    TE
23967    TE
24032    TE
24120    TE
24211    TE
24237    TE
24369    TE
24424    TE
24468    TE
24506    TE
24574    TE
24578    TE
24654    TE
24738    TE
24776    TE
24813    TE
24868    TE
         ..
26687    TE
26748    TE
26804    TE
26855    TE
26881    TE
26949    TE
26993    TE
27047    TE
27096    TE
27168    TE
27196    TE
27235    TE
27286    TE
27333    TE
27402    TE
27465    TE
27550    TE
27581    TE
27602    TE
27659    TE
27756    TE
27774    TE
27810    TE
29702    TE
29741    TE
29869    TE
29900    TE
29919    TE
29969    TE
30019    TE
Name: Position, Length: 89, dtype: object",0.0,1.0,0.0011253641211866406,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.262637558076791e-05,0.0,0.00018524936293526142,0.0,0.003011107358783669,0.0,0.0008190662120991855,0.0,0.0,1.0,1.0780588736064628e-07,0.0,0.0,1.0,3.307630619859936e-16,0.0
Jack Doyle,0.0,-0.059517167024718334,0.0,0.0,0.0,0.0,0.0,0.0,-0.022060480141988605,0.0378150057873638,-0.011250537462720223,0.6869195446811155,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463985,"23012    TE
23123    TE
23173    TE
23284    TE
23479    TE
23700    TE
23752    TE
24901    TE
25232    TE
25280    TE
25331    TE
25384    TE
25453    TE
25531    TE
25581    TE
25676    TE
25705    TE
25948    TE
25993    TE
26122    TE
26151    TE
29671    TE
29748    TE
29786    TE
29868    TE
29907    TE
29918    TE
29966    TE
30039    TE
Name: Position, dtype: object",0.0,1.0,1.925929944387236e-34,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.2037062152420224e-35,0.0,0.08122016379324508,0.0,2.175010316556917e-05,0.0,0.009983252936830318,0.0,0.0,1.0,3.009265538105056e-36,0.0,0.0,1.0,3.009265538105056e-36,0.0
Pierre Garcon,-0.008901998767625182,-0.027817295864224434,0.0,-0.009158452588224009,-0.009093279269011576,-0.017806114244894058,-0.03672717231242844,-0.012032881866237233,-0.08534814816129521,-0.05268465532572009,-0.015688881506008556,-0.02205250736005837,-0.008901998767625182,-0.014141903118075394,-0.01455117907917386,-0.009212017109957048,"12257    WR
12387    WR
12639    WR
12701    WR
12910    WR
13040    WR
13120    WR
13188    WR
13291    WR
13380    WR
13471    WR
13631    WR
13710    WR
13798    WR
13964    WR
14079    WR
14145    WR
14216    WR
14323    WR
14466    WR
14541    WR
14622    WR
14740    WR
14815    WR
15024    WR
15072    WR
15235    WR
15379    WR
15450    WR
15591    WR
         ..
20421    WR
20528    WR
20643    WR
20784    WR
20882    WR
21022    WR
21097    WR
21225    WR
21340    WR
21421    WR
21554    WR
21647    WR
21752    WR
21952    WR
22081    WR
22158    WR
22269    WR
22367    WR
22479    WR
22586    WR
22679    WR
22807    WR
28837    WR
28980    WR
29065    WR
29199    WR
29264    WR
29384    WR
29529    WR
29615    WR
Name: Position, Length: 96, dtype: object",0.0,1.0,9.699150135099938e-05,0.0,0.0,1.0,6.914927116920321e-11,0.0,3.009265538105056e-36,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.4341353641764997e-05,0.0,1.410903023368032e-07,0.0,0.0004653007097002804,0.0,0.0,1.0,6.862057375861923e-17,0.0,0.0,1.0,7.931541618304847e-24,0.0
Mike Tolbert,0.0,-0.04333287843686051,0.0,-0.05558902198532885,-0.03320445500854596,-0.014152045525279,-0.02831259801595089,-0.010029411871324596,-0.04479308591452912,-0.018791307320499495,-0.027471545323980488,-0.05074753465682445,0.09380368308187315,-0.06330298684558482,-0.052002874985408454,-0.03287333330610305,"3664     RB
3735     RB
3828     RB
4652     RB
4702     RB
4834     RB
4908     RB
4999     RB
5087     RB
5154     RB
5227     RB
5417     RB
5460     RB
5558     RB
5637     RB
5720     RB
5819     RB
5894     RB
5965     RB
6030     RB
6140     RB
6205     RB
6320     RB
6389     RB
6509     RB
6554     RB
6654     RB
6765     RB
6860     RB
6985     RB
         ..
9911     RB
10004    RB
10128    RB
10221    RB
10346    RB
10405    RB
10503    RB
10666    RB
10768    RB
10891    RB
10986    RB
11053    RB
11167    RB
11284    RB
11420    RB
11518    RB
11611    RB
11697    RB
11778    RB
11868    RB
11958    RB
12077    RB
12133    RB
28192    RB
28265    RB
28363    RB
28456    RB
28532    RB
28598    RB
28768    RB
Name: Position, Length: 93, dtype: object",0.0,1.0,0.0007590760134503571,0.0,0.0,1.0,4.81482486096809e-35,0.0,0.0,1.0,3.009265538105056e-36,0.0,1.0833355937178202e-34,0.0,1.2037062152420224e-35,0.0,4.81482486096809e-35,0.0,0.00010885622534704852,0.0,1.0044771804670225e-11,0.0,1.024827536106816e-09,0.0,0.025965775947688,0.0,1.404407222996126e-07,0.0,6.623952452740378e-05,0.0,8.036615951093916e-12,0.0
Josh Bellamy,-0.008901998767625182,-0.0376657222030361,0.0,-0.009166768192301236,-0.009093279269011576,-0.017806114244894058,-0.03672717231242844,-0.012032881866237233,-0.08534814816129521,-0.056884765625,-0.01703959429676541,-0.06587105712361563,-0.008901998767625182,-0.014141854609341153,-0.01455117907917386,-0.009212009216183842,"21220    WR
21573    WR
22003    WR
22154    WR
22413    WR
22666    WR
22765    WR
22808    WR
29327    WR
29456    WR
29522    WR
29670    WR
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.5294570792893124e-05,0.0,1.4136650629562955e-12,0.0,4.306251039579996e-06,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
LeGarrette Blount,0.0,-0.023285406895542593,0.0,-0.055589021985328876,-0.03320445500854596,-0.014152045525279,-0.02831259801595088,-0.0100294118713246,-0.04479308591452912,-0.028701446229622674,-0.027474542684682697,-0.05072559905624906,-0.06733531265686164,1.8457085831270983,0.26286246517539524,0.1838554889718942,"3640     RB
3775     RB
3781     RB
3919     RB
3990     RB
4082     RB
4187     RB
4246     RB
4325     RB
4424     RB
4511     RB
4615     RB
4692     RB
4781     RB
4976     RB
5099     RB
5177     RB
5236     RB
5306     RB
5416     RB
5539     RB
5624     RB
5657     RB
5718     RB
5880     RB
6001     RB
6025     RB
6125     RB
6217     RB
6263     RB
         ..
10061    RB
10152    RB
10254    RB
10316    RB
10429    RB
10492    RB
10579    RB
10693    RB
10839    RB
10866    RB
10971    RB
11046    RB
11161    RB
11442    RB
11540    RB
11584    RB
11675    RB
11825    RB
11865    RB
11996    RB
12101    RB
12176    RB
28143    RB
28216    RB
28309    RB
28425    RB
28489    RB
28554    RB
28629    RB
28735    RB
Name: Position, Length: 88, dtype: object",0.0,1.0,0.0011952862095651801,0.0,0.0,1.0,4.81482486096809e-35,0.0,0.0,1.0,0.0,1.0,1.2037062152420224e-35,0.0,0.0,1.0,4.81482486096809e-35,0.0,2.7382171835188765e-07,0.0,1.6828985604813968e-10,0.0,9.469920713366765e-07,0.0,1.925929944387236e-34,0.0,0.22221251896685817,0.0,0.009538257198776207,0.0,0.001840835528128687,0.0
Marqise Lee,-0.008901998767625182,-0.02099609375,0.0,-0.009166768192301236,-0.009093279269011578,-0.017806114244894058,-0.03672717231242844,-0.012032881866237233,-0.08534814816129523,-0.059906005859375,-0.001678466796875,0.00848388671875,-0.008901998767625182,-0.014141716063022614,-0.01455117907917386,-0.009212013945216313,"15669    WR
15818    WR
16268    WR
16376    WR
16512    WR
16697    WR
16863    WR
16933    WR
17074    WR
17231    WR
17294    WR
17467    WR
21251    WR
21382    WR
22097    WR
22290    WR
22405    WR
22511    WR
22610    WR
22696    WR
22848    WR
28858    WR
28932    WR
29072    WR
29215    WR
29389    WR
29481    WR
29654    WR
Name: Position, dtype: object",0.0,1.0,0.00468204970348095,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.2037062152420224e-35,0.0,0.0,1.0,1.2037062152420224e-35,0.0,7.703719777548943e-34,0.0,7.913652889186693e-07,0.0,6.511483945413373e-06,0.0,0.00043035177822517174,0.0,0.0,1.0,3.81572492794083e-14,0.0,0.0,1.0,1.0033417577010265e-17,0.0
Matthew Stafford,0.0,-0.09201591625760486,-0.028847437835946517,0.47393701378580777,0.7726402856178646,-0.029653957962441302,0.5878349037140991,0.9438375250861561,0.0,-0.03456918686761862,-0.02733128492019935,-0.0286813772139638,-0.06750077715157911,-0.054532482227331924,-0.06864987729113181,-0.02796199731206132,"19       QB
60       QB
87       QB
125      QB
190      QB
223      QB
242      QB
298      QB
310      QB
365      QB
383      QB
421      QB
457      QB
514      QB
542      QB
575      QB
624      QB
659      QB
701      QB
745      QB
772      QB
780      QB
821      QB
862      QB
916      QB
947      QB
968      QB
1020     QB
1055     QB
1091     QB
         ..
2304     QB
2335     QB
2370     QB
2393     QB
2424     QB
2466     QB
2507     QB
2543     QB
2564     QB
2606     QB
2625     QB
2700     QB
2723     QB
2769     QB
2801     QB
2843     QB
2875     QB
2917     QB
2953     QB
3022     QB
3240     QB
3273     QB
27861    QB
27909    QB
27931    QB
27993    QB
28002    QB
28029    QB
28072    QB
28114    QB
Name: Position, Length: 91, dtype: object",0.0,1.0,1.518411429890427e-05,0.0,0.0010246219671647993,0.0,0.01801979479232133,0.0,0.010812777921209455,0.0,4.359425485457892e-06,0.0,0.10666073721910749,0.0,0.0003816941407779321,0.0,0.0,1.0,4.81482486096809e-35,0.0,2.0098521681554274e-12,0.0,1.5951583504177506e-06,0.0,0.0,1.0,0.0009058795731901775,0.0,3.748456297120049e-05,0.0,8.727403580752941e-07,0.0
Ronnie Hillman,0.0,-0.022093025746940498,0.0,-0.055589021985328856,-0.03320445500854596,-0.014152045525279,-0.02831259801595088,-0.0100294118713246,-0.04479308591452912,-0.02608438848842276,-0.027470296524426598,-0.052847244869338894,-0.06733531265686164,-0.06182635416874639,-0.03904361707484871,-0.03273016735990488,"3856     RB
3973     RB
4039     RB
4107     RB
4207     RB
4283     RB
4405     RB
4982     RB
5072     RB
5189     RB
5212     RB
5324     RB
5408     RB
5497     RB
5598     RB
6334     RB
6396     RB
6705     RB
6740     RB
6868     RB
6955     RB
7051     RB
7180     RB
7208     RB
7302     RB
7425     RB
7486     RB
7570     RB
7654     RB
7744     RB
7871     RB
7923     RB
8027     RB
8095     RB
8168     RB
8298     RB
8344     RB
8491     RB
8626     RB
8648     RB
8723     RB
8794     RB
8903     RB
8989     RB
9096     RB
9174     RB
9227     RB
28698    RB
28762    RB
Name: Position, dtype: object",0.0,1.0,0.002380579913257547,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0,1.2037062152420224e-35,0.0,0.0,1.0,4.81482486096809e-35,0.0,9.861719688213907e-06,0.0,3.0981787923978784e-11,0.0,5.025718333459786e-06,0.0,1.925929944387236e-34,0.0,2.331323291572469e-06,0.0,0.00044512664539804144,0.0,2.1751003380878008e-08,0.0
Julio Jones,-0.008901998767625182,0.004581998538924381,0.0,-0.009166768192301236,-0.009093279269011578,-0.017806114244894058,-0.03672717231242844,-0.012032881866237232,-0.08534814816129521,0.03947490407153964,14.794092915952206,2.5078307846561074,-0.008901998767625182,-0.014141877131343072,-0.01455117907917386,-0.009212017111873765,"13935    WR
14074    WR
14130    WR
14232    WR
14382    WR
14672    WR
14862    WR
15114    WR
15182    WR
15299    WR
15409    WR
15522    WR
15645    WR
15743    WR
15852    WR
16005    WR
16091    WR
16238    WR
16354    WR
16458    WR
16646    WR
16763    WR
16831    WR
16923    WR
17034    WR
17276    WR
17406    WR
17497    WR
17587    WR
17710    WR
         ..
20413    WR
20571    WR
20649    WR
20747    WR
20863    WR
21010    WR
21068    WR
21202    WR
21298    WR
21470    WR
21549    WR
21639    WR
21718    WR
21816    WR
21925    WR
22112    WR
22255    WR
22351    WR
22464    WR
22565    WR
22670    WR
22794    WR
28796    WR
28902    WR
29115    WR
29135    WR
29311    WR
29348    WR
29463    WR
29644    WR
Name: Position, Length: 72, dtype: object",0.0,1.0,0.001784869907890678,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0,0.0,1.0,0.007667021416042868,0.0,0.3749260461797919,0.0,0.03683704566325175,0.0,0.0,1.0,1.17446620552024e-15,0.0,0.0,1.0,8.092517806659688e-25,0.0
Jordan Payton,-0.008901998767625182,-0.0376657222030361,0.0,-0.009166768192301236,-0.009093279269011578,-0.017806114244894058,-0.03672717231242844,-0.012032881866237233,-0.08534814816129521,-0.06079559300458263,-0.017042761283541347,-0.06796300017138589,-0.008901998767625182,-0.014141911401828997,-0.01455117907917386,-0.009212017112773349,"29660    WR
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Quincy Enunwa,-0.008901998767625182,-0.0376657222030361,0.0,-0.009166768192301234,-0.009093279269011578,-0.017806114244894058,-0.03672717231242844,-0.012032881866237239,-0.08534814816129521,-0.05291315295024358,-0.011377548358004527,0.0,-0.008901998767625182,-0.014141911401828997,-0.01455117907917386,-0.00921201711277335,"21259    WR
21348    WR
21696    WR
22173    WR
22281    WR
22385    WR
22530    WR
22613    WR
22711    WR
22890    WR
28801    WR
28924    WR
29090    WR
29179    WR
29290    WR
29407    WR
29472    WR
29582    WR
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0,0.0,1.0,1.2037062152420224e-35,0.0,4.81482486096809e-35,0.0,3.009265538105056e-36,0.0,0.0,1.0,2.72014353872281e-06,0.0,7.286313076674394e-06,0.0,0.000764569819778639,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0
Allen Robinson,-0.008901998767625182,-0.0376657222030361,0.0,-0.009166768192301236,-0.009093279269011578,-0.017806114244894058,-0.03672717231242844,-0.012032881866237233,0.09439265938441355,2.1452878614652104,-0.015664276960595306,-0.023598502425916313,-0.008901998767625182,-0.014141911401828997,-0.01455117907917386,-0.009212017112773349,"15722    WR
15759    WR
15891    WR
16028    WR
16116    WR
16235    WR
16321    WR
16427    WR
16575    WR
16653    WR
21135    WR
21185    WR
21337    WR
21435    WR
21511    WR
21619    WR
21717    WR
21929    WR
22017    WR
22120    WR
22227    WR
22320    WR
22471    WR
22575    WR
22672    WR
22804    WR
28817    WR
28949    WR
29028    WR
29152    WR
29400    WR
29557    WR
29606    WR
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.2037062152420224e-35,0.0,0.03230675789718351,0.0,3.019487347111596,0.0,1.139293255505373e-07,0.0,0.004526806910160054,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Devin Funchess,-0.008901998767625182,-0.03685803726215087,0.0,-0.009166768192301234,-0.009093279269011576,-0.017806114244894058,-0.03672717231242844,-0.012032881866237239,0.5993706496675593,-0.0503372154812165,-0.016990135698012727,-0.06774867015247941,-0.008901998767625182,-0.014141911401828997,-0.01455117907917386,-0.00921201711277335,"21174    WR
21276    WR
21386    WR
21683    WR
21782    WR
21907    WR
21926    WR
22050    WR
22116    WR
22294    WR
22359    WR
22514    WR
22587    WR
22789    WR
28889    WR
28933    WR
29183    WR
29362    WR
29637    WR
Name: Position, dtype: object",0.0,1.0,6.523549637327837e-07,0.0,0.0,1.0,3.009265538105056e-36,0.0,3.009265538105056e-36,0.0,1.2037062152420224e-35,0.0,4.81482486096809e-35,0.0,3.009265538105056e-36,0.0,2.036984033932433,0.0,8.479937052032106e-08,0.0,1.823163610123378e-08,0.0,3.523157575100033e-09,0.0,0.0,1.0,3.009265538105056e-36,0.0,0.0,1.0,3.009265538105056e-36,0.0
