,Unnamed: 0,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
223,223,0,0,Sammy Watkins,49ers,0,0,0,0,0,0,22.0,WR,0,2,106,6,0,0,0,0,3,2017
224,224,0,0,T.Y. Hilton,Colts,0,0,0,0,0,0,21.0,WR,0,1,153,7,0,0,0,0,3,2017
225,225,0,0,Larry Fitzgerald,Cardinals,0,0,0,0,0,0,20.0,WR,0,1,149,13,0,0,0,0,3,2017
226,226,0,0,Sterling Shepard,Eagles,0,0,0,0,0,0,19.0,WR,0,1,133,7,0,0,0,0,3,2017
227,227,0,0,Odell Beckham J,Eagles,0,0,0,0,0,0,19.0,WR,0,2,79,9,0,0,0,0,3,2017
228,228,0,0,Chris Hogan,Patriots,0,0,0,0,0,0,18.0,WR,0,2,68,4,0,0,0,0,3,2017
229,229,0,0,Jordy Nelson,Packers,0,0,0,0,0,0,17.0,WR,0,2,52,6,0,0,0,0,3,2017
230,230,0,0,A.J. Green,Packers,0,0,0,0,0,0,17.0,WR,0,1,111,10,0,0,0,0,3,2017
231,231,0,0,Antonio Brown,Bears,0,0,0,0,0,0,17.0,WR,0,1,110,10,0,0,0,0,3,2017
232,232,0,0,Doug Baldwin,Titans,0,0,0,0,0,0,16.0,WR,0,1,105,10,0,0,0,0,3,2017
233,233,0,0,Brice Butler,Cardinals,0,0,0,0,0,0,15.0,WR,0,1,90,2,0,0,0,0,3,2017
234,234,0,0,Robby Anderson,Jets,0,0,0,0,0,0,15.0,WR,0,1,95,3,0,0,0,0,3,2017
235,235,0,0,Michael Thomas,Panthers,0,0,0,0,0,0,14.0,WR,0,1,87,7,0,0,0,0,3,2017
236,236,0,0,Rishard Matthews,Titans,0,0,0,0,0,0,14.0,WR,0,1,87,6,0,0,0,0,3,2017
237,237,0,0,DeSean Jackson,Vikings,0,0,0,0,0,0,14.0,WR,0,1,84,4,0,0,0,0,3,2017
238,238,0,0,Tyreek Hill,Chargers,0,0,0,0,0,0,14.0,WR,0,1,77,5,0,3,0,13,3,2017
239,239,0,0,Pierre Garcon,49ers,0,0,0,0,0,0,14.0,WR,0,0,142,7,0,0,0,0,3,2017
240,240,0,0,DeVante Parker,Jets,0,0,0,0,0,0,13.0,WR,0,1,76,8,0,0,0,0,3,2017
241,241,0,0,Taylor Gabriel,Lions,0,0,0,0,0,0,13.0,WR,0,1,79,5,0,0,0,0,3,2017
242,242,0,0,Geronimo Allison,Packers,0,0,0,0,0,0,12.0,WR,0,0,122,6,0,0,0,0,3,2017
243,243,0,0,Golden Tate,Lions,0,0,0,0,0,0,11.0,WR,0,1,58,7,0,0,0,0,3,2017
244,244,0,0,Ted Ginn J,Panthers,0,0,0,0,0,0,11.0,WR,0,1,44,2,0,1,0,15,3,2017
245,245,0,0,Bruce Ellington,Patriots,0,0,0,0,0,0,11.0,WR,0,1,59,4,0,1,0,-1,3,2017
246,246,0,0,Josh Doctson,Redskins,0,0,0,0,0,0,11.0,WR,0,1,52,1,0,0,0,0,3,2017
247,247,0,0,Kenny Britt,Colts,0,0,0,0,0,0,11.0,WR,0,1,54,3,0,0,0,0,3,2017
248,248,0,0,Robert Woods,49ers,0,0,0,0,0,0,10.0,WR,0,0,108,6,0,0,0,0,3,2017
249,249,0,0,Travis Benjamin,Chargers,0,0,0,0,0,0,10.0,WR,0,0,105,5,0,1,0,9,3,2017
250,250,0,0,Demaryius Thomas,Bills,0,0,0,0,0,0,9.0,WR,0,0,98,6,0,0,0,0,3,2017
251,251,0,0,Adam Thielen,Vikings,0,0,0,0,0,0,9.0,WR,0,0,98,5,0,0,0,0,3,2017
252,252,0,0,Trent Taylor,49ers,0,0,0,0,0,0,9.0,WR,0,1,32,3,0,0,0,0,3,2017
253,253,0,0,Paul Richardson,Titans,0,0,0,0,0,0,9.0,WR,0,1,30,2,0,0,0,0,3,2017
254,254,0,0,Julio Jones,Lions,0,0,0,0,0,0,9.0,WR,0,0,91,7,0,0,0,0,3,2017
255,255,0,0,Mohamed Sanu,Lions,0,0,0,0,0,0,8.0,WR,0,1,28,4,0,0,0,0,3,2017
256,256,0,0,Allen Hurns,Jaguars,0,0,0,0,0,0,8.0,WR,0,1,20,3,0,0,0,0,3,2017
257,257,0,0,Jaron Brown,Cardinals,0,0,0,0,0,0,8.0,WR,0,1,27,2,0,0,0,0,3,2017
258,258,0,0,Albert Wilson,Chargers,0,0,0,0,0,0,7.0,WR,0,1,18,3,0,1,0,-4,3,2017
259,259,0,0,Emmanuel Sanders,Bills,0,0,0,0,0,0,7.0,WR,0,0,75,7,0,0,0,0,3,2017
260,260,0,0,DeAndre Hopkins,Patriots,0,0,0,0,0,0,7.0,WR,0,0,76,7,0,0,0,0,3,2017
261,261,0,0,Brandon Coleman,Panthers,0,0,0,0,0,0,7.0,WR,0,1,11,1,0,0,0,0,3,2017
262,262,0,0,Dez Bryant,Cardinals,0,0,0,0,0,0,7.0,WR,0,1,12,2,0,0,0,0,3,2017
263,263,0,0,Jarius Wright,Vikings,0,0,0,0,0,0,6.0,WR,0,1,9,2,0,0,0,0,3,2017
264,264,0,0,Jordan Matthews,Bills,0,0,0,0,0,0,6.0,WR,0,0,61,3,0,0,0,0,3,2017
265,265,0,0,Brandon Marshall,Eagles,0,0,0,0,0,0,6.0,WR,0,0,66,8,0,0,0,0,3,2017
266,266,0,0,Marqise Lee,Jaguars,0,0,0,0,0,0,6.0,WR,0,0,65,4,0,0,0,0,3,2017
267,267,0,0,TJ Jones,Lions,0,0,0,0,0,0,6.0,WR,0,0,63,3,0,0,0,0,3,2017
268,268,0,0,Adam Humphries,Vikings,0,0,0,0,0,0,6.0,WR,0,0,68,6,0,0,0,0,3,2017
269,269,0,0,Andre Holmes,Bills,0,0,0,0,0,0,6.0,WR,0,1,6,2,0,0,0,0,3,2017
270,270,0,0,Marquise Goodwin,49ers,0,0,0,0,0,0,6.0,WR,0,0,62,2,0,0,0,0,3,2017
271,271,0,0,Mike Evans,Vikings,0,0,0,0,0,0,6.0,WR,0,0,67,7,0,0,0,0,3,2017
272,272,0,0,Keenan Allen,Chargers,0,0,0,0,0,0,6.0,WR,0,0,61,5,0,0,0,0,3,2017
273,273,0,0,Davante Adams,Packers,0,0,0,0,0,0,6.0,WR,0,0,60,3,0,0,0,0,3,2017
274,274,0,0,Kenny Stills,Jets,0,0,0,0,0,0,5.0,WR,0,0,51,4,0,0,0,0,3,2017
275,275,0,0,Alshon Jeffery,Eagles,0,0,0,0,0,0,5.0,WR,0,0,56,4,0,0,0,0,3,2017
276,276,0,0,Devin Funchess,Panthers,0,0,0,0,0,0,5.0,WR,0,0,58,4,0,0,0,0,3,2017
277,277,0,0,Bennie Fowler,Bills,0,0,0,0,0,0,5.0,WR,0,0,55,4,0,0,0,0,3,2017
278,278,0,0,Terrance Williams,Cardinals,0,0,0,0,0,0,4.0,WR,0,0,47,3,0,0,0,0,3,2017
279,279,0,0,Donte Moncrief,Colts,0,0,0,0,0,0,4.0,WR,0,0,44,2,0,0,0,0,3,2017
280,280,0,0,Jarvis Landry,Jets,0,0,0,0,0,0,4.0,WR,0,0,48,6,0,0,0,0,3,2017
281,281,0,0,Jeremy Kerley,Jets,0,0,0,0,0,0,4.0,WR,0,0,42,5,0,0,0,0,3,2017
282,282,0,0,Jermaine Kearse,Jets,0,0,0,0,0,0,4.0,WR,0,0,42,3,0,0,0,0,3,2017
283,283,0,0,Chris Godwin,Vikings,0,0,0,0,0,0,4.0,WR,0,0,44,3,0,0,0,0,3,2017
284,284,0,0,Eric Decker,Titans,0,0,0,0,0,0,4.0,WR,0,0,49,4,0,0,0,0,3,2017
285,285,0,1,Jamison Crowder,Redskins,0,0,0,0,0,0,4.0,WR,0,0,52,6,0,0,0,0,3,2017
286,286,0,0,Danny Amendola,Patriots,0,0,0,0,0,0,4.0,WR,0,0,48,3,0,0,0,0,3,2017
287,287,0,0,JuJu Smith-Schuster,Bears,0,0,0,0,0,0,3.0,WR,0,0,39,2,0,0,0,0,3,2017
288,288,0,0,Curtis Samuel,Panthers,0,0,0,0,0,0,3.0,WR,0,0,5,2,0,1,0,31,3,2017
289,289,0,0,Tyler Lockett,Titans,0,0,0,0,0,0,3.0,WR,0,0,30,2,0,0,0,0,3,2017
290,290,0,0,Ryan Grant,Redskins,0,0,0,0,0,0,3.0,WR,0,0,31,3,0,0,0,0,3,2017
291,291,0,0,Martavis Bryant,Bears,0,0,0,0,0,0,3.0,WR,0,0,30,2,0,0,0,0,3,2017
292,292,0,0,ArDarius Stewart,Jets,0,0,0,0,0,0,2.0,WR,0,0,24,1,0,0,0,0,3,2017
293,293,0,0,Torrey Smith,Eagles,0,0,0,0,0,0,2.0,WR,0,0,29,4,0,0,0,0,3,2017
294,294,0,0,Aldrick Robinson,49ers,0,0,0,0,0,0,2.0,WR,0,0,23,2,0,0,0,0,3,2017
295,295,0,0,Jordan Leslie,Colts,0,0,0,0,0,0,2.0,WR,0,0,26,1,0,0,0,0,3,2017
296,296,0,0,Marvin Jones,Lions,0,0,0,0,0,0,2.0,WR,0,0,24,3,0,0,0,0,3,2017
297,297,0,0,Kenny Golladay,Lions,0,0,0,0,0,0,2.0,WR,0,0,25,2,0,0,0,0,3,2017
298,298,0,0,Brittan Golden,Cardinals,0,0,0,0,0,0,2.0,WR,0,0,21,1,0,0,0,0,3,2017
299,299,0,0,Seth Devalve,Colts,0,0,0,0,0,0,2.0,WR,0,0,29,2,0,0,0,0,3,2017
300,300,0,0,Kaelin Clay,Bills,0,0,0,0,0,0,2.0,WR,0,0,28,1,0,0,0,0,3,2017
301,301,0,0,Quan Bray,Colts,0,0,0,0,0,0,2.0,WR,0,0,22,1,0,0,0,0,3,2017
302,302,0,0,Nelson Agholor,Eagles,0,0,0,0,0,0,2.0,WR,0,0,20,2,0,0,0,0,3,2017
303,303,0,0,Tyrell Williams,Chargers,0,0,0,0,0,0,1.0,WR,0,0,15,2,0,0,0,0,3,2017
304,304,0,0,Kasen Williams,Colts,0,0,0,0,0,0,1.0,WR,0,0,10,1,0,0,0,0,3,2017
305,305,0,0,Taywan Taylor,Titans,0,0,0,0,0,0,1.0,WR,0,0,16,2,0,1,0,-1,3,2017
306,306,0,1,Seth Roberts,Redskins,0,0,0,0,0,0,1.0,WR,0,0,20,4,0,0,0,0,3,2017
307,307,0,0,Andre Roberts,Lions,0,0,0,0,0,0,1.0,WR,0,0,12,1,0,0,0,0,3,2017
308,308,0,0,Terrelle Pryor,Redskins,0,0,0,0,0,0,1.0,WR,0,0,19,2,0,0,0,0,3,2017
309,309,0,0,Braxton Miller,Patriots,0,0,0,0,0,0,1.0,WR,0,0,15,1,0,0,0,0,3,2017
310,310,0,0,Ricardo Louis,Colts,0,0,0,0,0,0,1.0,WR,0,0,10,1,0,0,0,0,3,2017
311,311,0,0,Tommylee Lewis,Panthers,0,0,0,0,0,0,1.0,WR,0,0,15,3,0,1,0,8,3,2017
312,312,0,0,Cooper Kupp,49ers,0,0,0,0,0,0,1.0,WR,0,0,17,2,0,0,0,0,3,2017
313,313,0,0,Rashard Higgins,Colts,0,0,0,0,0,0,1.0,WR,0,0,10,2,0,0,0,0,3,2017
314,314,0,0,Jakeem Grant,Jets,0,0,0,0,0,0,1.0,WR,0,0,12,1,0,0,0,0,3,2017
315,315,0,0,Keelan Cole,Jaguars,0,0,0,0,0,0,1.0,WR,0,0,13,1,0,0,0,0,3,2017
316,316,0,0,Derek Carrier,49ers,0,0,0,0,0,0,1.0,WR,0,0,17,1,0,0,0,0,3,2017
317,317,0,0,Noah Brown,Cardinals,0,0,0,0,0,0,1.0,WR,0,0,13,1,0,0,0,0,3,2017
318,318,0,0,Tyler Boyd,Packers,0,0,0,0,0,0,1.0,WR,0,0,11,1,0,0,0,0,3,2017
319,319,0,0,Chad Williams,Cardinals,0,0,0,0,0,0,0.0,WR,0,0,8,1,0,0,0,0,3,2017
320,320,0,0,Mike Wallace,Jaguars,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,1,0,4,3,2017
321,321,0,0,Laquon Treadwell,Vikings,0,0,0,0,0,0,0.0,WR,0,0,2,1,0,0,0,0,3,2017
322,322,0,0,Deonte Thompson,Bears,0,0,0,0,0,0,0.0,WR,0,0,9,1,0,0,0,0,3,2017
323,323,0,0,Ryan Switzer,Cardinals,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,1,0,3,3,2017
324,324,0,0,Demarcus Robinson,Chargers,0,0,0,0,0,0,0.0,WR,0,0,9,2,0,0,0,0,3,2017
325,325,0,0,Bernard Reedy,Vikings,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,1,0,3,3,2017
326,326,0,0,Niles Paul,Redskins,0,0,0,0,0,0,0.0,WR,0,0,-3,1,0,0,0,0,3,2017
327,327,0,0,Cordarrelle Patterson,Redskins,0,0,0,0,0,0,0.0,WR,0,0,7,1,0,2,0,5,3,2017
328,328,0,0,Isaiah McKenzie,Bills,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,1,0,4,3,2017
329,329,0,0,Chris Matthews,Jaguars,0,0,0,0,0,0,0.0,WR,0,0,8,1,0,0,0,0,3,2017
330,330,0,0,Jeremy Maclin,Jaguars,0,0,0,0,0,0,0.0,WR,0,0,8,1,0,0,0,0,3,2017
331,331,0,0,Roger Lewis,Eagles,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,3,2017
332,332,0,0,Brandon LaFell,Packers,0,0,0,0,0,0,0.0,WR,0,0,5,1,0,0,0,0,3,2017
333,333,0,0,Dontrelle Inman,Chargers,0,0,0,0,0,0,0.0,WR,0,0,2,1,0,0,0,0,3,2017
334,334,0,0,Michael Crabtree,Redskins,0,0,0,0,0,0,0.0,WR,0,0,7,1,0,0,0,0,3,2017
335,335,0,0,Amari Cooper,Redskins,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,3,2017
336,336,0,0,Michael Campanaro,Jaguars,0,0,0,0,0,0,0.0,WR,0,0,3,1,0,1,0,7,3,2017
337,337,0,0,Kelvin Benjamin,Panthers,0,0,0,0,0,0,0.0,WR,0,0,8,2,0,0,0,0,3,2017
338,338,0,0,Cole Beasley,Cardinals,0,0,0,0,0,0,0.0,WR,0,0,4,1,0,0,0,0,3,2017
339,339,0,1,Tavon Austin,49ers,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,3,0,14,3,2017
340,340,0,0,Kamar Aiken,Colts,0,0,0,0,0,0,0.0,WR,0,0,9,1,0,0,0,0,3,2017
341,341,0,1,Eli Rogers,Bears,0,0,0,0,0,0,-1.0,WR,0,0,0,0,0,0,0,0,3,2017
342,342,0,1,Pharoh Cooper,49ers,0,0,0,0,0,0,-1.0,WR,0,0,4,1,0,0,0,0,3,2017
343,343,0,0,Jordy Nelson,Packers,0,0,0,0,0,0,19.0,WR,0,2,75,4,0,0,0,0,4,2017
344,344,0,0,Devin Funchess,Patriots,0,0,0,0,0,0,19.0,WR,0,2,70,7,0,0,0,0,4,2017
345,345,0,0,Tyrell Williams,Chargers,0,0,0,0,0,0,17.0,WR,0,1,115,5,0,0,0,0,4,2017
346,346,0,0,J.D. McKissic,Steelers,0,0,0,0,0,0,17.0,WR,0,1,27,1,0,4,1,38,4,2017
347,347,0,0,DeAndre Hopkins,Texans,0,0,0,0,0,0,16.0,WR,0,1,107,10,0,0,0,0,4,2017
348,348,0,0,Will Fuller,Texans,0,0,0,0,0,0,15.0,WR,0,2,35,4,0,1,0,4,4,2017
349,349,0,0,Michael Thomas,Dolphins,0,0,0,0,0,0,14.0,WR,0,1,89,8,0,0,0,0,4,2017
350,350,0,0,Terrelle Pryor,Chiefs,0,0,0,0,0,0,13.0,WR,0,1,70,3,0,0,0,0,4,2017
351,351,0,0,Keenan Allen,Chargers,0,0,0,0,0,0,13.0,WR,0,0,138,5,0,0,0,0,4,2017
352,352,0,0,Cooper Kupp,Cowboys,0,0,0,0,0,0,12.0,WR,0,1,60,5,0,0,0,0,4,2017
353,353,0,0,Johnny Holton,Broncos,0,0,0,0,0,0,12.0,WR,0,1,64,1,0,0,0,0,4,2017
354,354,0,0,Chris Hogan,Patriots,0,0,0,0,0,0,12.0,WR,0,1,60,5,0,0,0,0,4,2017
355,355,0,0,A.J. Green,Browns,0,0,0,0,0,0,12.0,WR,0,1,63,5,0,0,0,0,4,2017
356,356,0,0,Mike Evans,Buccaneers,0,0,0,0,0,0,12.0,WR,0,1,67,5,0,0,0,0,4,2017
357,357,0,0,Kendall Wright,Packers,0,0,0,0,0,0,11.0,WR,0,1,51,4,0,0,0,0,4,2017
358,358,0,0,Mike Wallace,Ravens,0,0,0,0,0,0,11.0,WR,0,1,55,6,0,0,0,0,4,2017
359,359,0,0,JuJu Smith-Schuster,Ravens,0,0,0,0,0,0,10.0,WR,0,1,47,3,0,0,0,0,4,2017
360,360,0,0,Randall Cobb,Packers,0,0,0,0,0,0,10.0,WR,0,1,44,4,0,0,0,0,4,2017
361,361,0,0,Jaron Brown,Cardinals,0,0,0,0,0,0,10.0,WR,0,0,105,8,0,0,0,0,4,2017
362,362,0,0,Kelvin Benjamin,Patriots,0,0,0,0,0,0,10.0,WR,0,0,104,4,0,0,0,0,4,2017
363,363,0,0,Danny Amendola,Patriots,0,0,0,0,0,0,10.0,WR,0,1,42,6,0,0,0,0,4,2017
364,364,0,0,Donte Moncrief,Steelers,0,0,0,0,0,0,9.0,WR,0,1,30,3,0,0,0,0,4,2017
365,365,0,0,Larry Fitzgerald,Cardinals,0,0,0,0,0,0,9.0,WR,0,1,32,4,0,0,0,0,4,2017
366,366,0,0,Stefon Diggs,Vikings,0,0,0,0,0,0,9.0,WR,0,0,98,5,0,0,0,0,4,2017
367,367,0,0,Dez Bryant,Cowboys,0,0,0,0,0,0,9.0,WR,0,0,98,5,0,0,0,0,4,2017
368,368,0,0,Odell Beckham J,Buccaneers,0,0,0,0,0,0,9.0,WR,0,0,90,7,0,0,0,0,4,2017
369,369,0,0,Tyler Lockett,Steelers,0,0,0,0,0,0,8.0,WR,0,0,67,4,0,2,0,24,4,2017
370,370,0,0,Alshon Jeffery,Chargers,0,0,0,0,0,0,8.0,WR,0,1,29,3,0,0,0,0,4,2017
371,371,0,0,Jordan Matthews,Falcons,0,0,0,0,0,0,7.0,WR,0,1,10,2,0,0,0,0,4,2017
372,372,0,0,Adam Humphries,Buccaneers,0,0,0,0,0,0,7.0,WR,0,0,70,6,0,0,0,0,4,2017
373,373,0,0,Justin Hardy,Falcons,0,0,0,0,0,0,7.0,WR,0,1,12,2,0,0,0,0,4,2017
374,374,0,0,Ryan Grant,Chiefs,0,0,0,0,0,0,7.0,WR,0,1,16,2,0,0,0,0,4,2017
375,375,0,0,Brice Butler,Cowboys,0,0,0,0,0,0,7.0,WR,0,1,12,2,0,0,0,0,4,2017
376,376,0,0,Davante Adams,Packers,0,0,0,0,0,0,7.0,WR,0,1,13,2,0,0,0,0,4,2017
377,377,0,0,Albert Wilson,Chiefs,0,0,0,0,0,0,6.0,WR,0,0,63,4,0,1,0,6,4,2017
378,378,0,0,Paul Richardson,Steelers,0,0,0,0,0,0,6.0,WR,0,0,65,3,0,0,0,0,4,2017
379,379,0,0,DeVante Parker,Dolphins,0,0,0,0,0,0,6.0,WR,0,0,69,6,0,0,0,0,4,2017
380,380,0,0,Ricardo Louis,Browns,0,0,0,0,0,0,6.0,WR,0,0,64,5,0,0,0,0,4,2017
381,381,0,0,Sterling Shepard,Buccaneers,0,0,0,0,0,0,5.0,WR,0,0,54,5,0,0,0,0,4,2017
382,382,0,0,Aldrick Robinson,Cardinals,0,0,0,0,0,0,5.0,WR,0,0,52,3,0,0,0,0,4,2017
383,383,0,0,TJ Jones,Vikings,0,0,0,0,0,0,5.0,WR,1,0,33,3,0,0,0,0,4,2017
384,384,0,0,Bruce Ellington,Texans,0,0,0,0,0,0,5.0,WR,0,0,44,3,0,1,0,13,4,2017
385,385,0,0,Kenny Britt,Browns,0,0,0,0,0,0,5.0,WR,0,0,52,3,0,0,0,0,4,2017
386,386,0,0,Doug Baldwin,Steelers,0,0,0,0,0,0,5.0,WR,1,0,35,3,0,0,0,0,4,2017
387,387,0,0,Robby Anderson,Jets,0,0,0,0,0,0,5.0,WR,0,0,59,3,0,0,0,0,4,2017
388,388,0,0,Nelson Agholor,Chargers,0,0,0,0,0,0,5.0,WR,0,0,58,3,0,0,0,0,4,2017
389,389,0,0,Deonte Thompson,Packers,0,0,0,0,0,0,4.0,WR,0,0,44,5,0,0,0,0,4,2017
390,390,0,1,Adam Thielen,Vikings,0,0,0,0,0,0,4.0,WR,0,0,59,5,0,0,0,0,4,2017
391,391,0,0,Trent Taylor,Cardinals,0,0,0,0,0,0,4.0,WR,0,0,47,5,0,0,0,0,4,2017
392,392,0,0,Seth Roberts,Broncos,0,0,0,0,0,0,4.0,WR,0,0,49,4,0,0,0,0,4,2017
393,393,0,0,Rishard Matthews,Texans,0,0,0,0,0,0,4.0,WR,0,0,49,3,0,0,0,0,4,2017
394,394,0,0,Brandon Marshall,Buccaneers,0,0,0,0,0,0,4.0,WR,0,0,46,6,0,0,0,0,4,2017
395,395,0,0,Jarvis Landry,Dolphins,0,0,0,0,0,0,4.0,WR,0,0,40,6,0,0,0,0,4,2017
396,396,0,0,Marvin Jones,Vikings,0,0,0,0,0,0,4.0,WR,0,0,42,2,0,0,0,0,4,2017
397,397,0,0,Allen Hurns,Jets,0,0,0,0,0,0,4.0,WR,0,0,42,4,0,0,0,0,4,2017
398,398,0,0,Martavis Bryant,Ravens,0,0,0,0,0,0,4.0,WR,0,0,48,3,0,0,0,0,4,2017
399,399,0,0,John Brown,Cardinals,0,0,0,0,0,0,4.0,WR,0,0,47,3,0,0,0,0,4,2017
400,400,0,0,Tavon Austin,Cowboys,0,0,0,0,0,0,4.0,WR,0,0,-2,1,0,6,0,48,4,2017
401,401,0,0,Terrance Williams,Cowboys,0,0,0,0,0,0,3.0,WR,0,0,34,4,0,0,0,0,4,2017
402,402,0,0,Nick Williams,Falcons,0,0,0,0,0,0,3.0,WR,0,0,30,3,0,0,0,0,4,2017
403,403,0,0,Cordarrelle Patterson,Broncos,0,0,0,0,0,0,3.0,WR,0,0,33,6,0,1,0,2,4,2017
404,404,0,0,J.J. Nelson,Cardinals,0,0,0,0,0,0,3.0,WR,0,0,34,3,0,0,0,0,4,2017
405,405,0,0,Jeremy Kerley,Jets,0,0,0,0,0,0,3.0,WR,0,0,37,5,0,0,0,0,4,2017
406,406,0,0,Julio Jones,Falcons,0,0,0,0,0,0,3.0,WR,0,0,30,3,0,0,0,0,4,2017
407,407,0,0,T.Y. Hilton,Steelers,0,0,0,0,0,0,3.0,WR,0,0,30,3,0,0,0,0,4,2017
408,408,0,0,Tyreek Hill,Chiefs,0,0,0,0,0,0,3.0,WR,0,0,35,5,0,0,0,0,4,2017
409,409,0,0,Pierre Garcon,Cardinals,0,0,0,0,0,0,3.0,WR,0,0,36,4,0,0,0,0,4,2017
410,410,0,0,Bennie Fowler,Broncos,0,0,0,0,0,0,3.0,WR,0,0,35,2,0,0,0,0,4,2017
411,411,0,0,Brandin Cooks,Patriots,0,0,0,0,0,0,3.0,WR,0,0,38,3,0,1,0,4,4,2017
412,412,0,0,Chris Conley,Chiefs,0,0,0,0,0,0,3.0,WR,0,0,31,2,0,0,0,0,4,2017
413,413,0,0,Brandon Coleman,Dolphins,0,0,0,0,0,0,3.0,WR,0,0,31,1,0,0,0,0,4,2017
414,414,0,0,Antonio Brown,Ravens,0,0,0,0,0,0,3.0,WR,0,0,34,4,0,0,0,0,4,2017
415,415,0,0,Josh Bellamy,Packers,0,0,0,0,0,0,3.0,WR,0,0,36,3,0,0,0,0,4,2017
416,416,0,0,Golden Tate,Vikings,0,0,0,0,0,0,2.0,WR,0,0,29,3,0,1,0,2,4,2017
417,417,0,0,Emmanuel Sanders,Broncos,0,0,0,0,0,0,2.0,WR,0,0,27,4,0,0,0,0,4,2017
418,418,0,0,Jeremy Maclin,Ravens,0,0,0,0,0,0,2.0,WR,0,0,21,3,0,0,0,0,4,2017
419,419,0,0,DeSean Jackson,Buccaneers,0,0,0,0,0,0,2.0,WR,0,0,20,2,0,0,0,0,4,2017
420,420,0,0,Ted Ginn J,Dolphins,0,0,0,0,0,0,2.0,WR,0,0,25,2,0,1,0,9,4,2017
421,421,0,0,Josh Doctson,Chiefs,0,0,0,0,0,0,2.0,WR,0,0,27,2,0,0,0,0,4,2017
422,422,0,0,Michael Campanaro,Ravens,0,0,0,0,0,0,2.0,WR,0,0,25,4,0,0,0,0,4,2017
423,423,0,0,Travis Benjamin,Chargers,0,0,0,0,0,0,2.0,WR,0,0,21,2,0,0,0,0,4,2017
424,424,0,0,Robert Woods,Cowboys,0,0,0,0,0,0,1.0,WR,0,0,17,2,0,0,0,0,4,2017
425,425,0,0,Sammy Watkins,Cowboys,0,0,0,0,0,0,1.0,WR,0,0,17,1,0,0,0,0,4,2017
426,426,0,0,Demaryius Thomas,Broncos,0,0,0,0,0,0,1.0,WR,0,0,11,1,0,0,0,0,4,2017
427,427,0,0,Kenny Stills,Dolphins,0,0,0,0,0,0,1.0,WR,0,0,13,3,0,0,0,0,4,2017
428,428,0,0,Russell Shepard,Patriots,0,0,0,0,0,0,1.0,WR,0,0,13,1,0,0,0,0,4,2017
429,429,0,0,Chris Matthews,Ravens,0,0,0,0,0,0,1.0,WR,0,0,12,1,0,0,0,0,4,2017
430,430,0,0,Marqise Lee,Jets,0,0,0,0,0,0,1.0,WR,0,0,18,2,0,0,0,0,4,2017
431,431,0,0,Brandon LaFell,Browns,0,0,0,0,0,0,1.0,WR,0,0,17,2,0,0,0,0,4,2017
432,432,0,0,Jermaine Kearse,Jets,0,0,0,0,0,0,1.0,WR,0,0,17,4,0,0,0,0,4,2017
433,433,0,0,Zay Jones,Falcons,0,0,0,0,0,0,1.0,WR,0,0,18,1,0,0,0,0,4,2017
434,434,0,0,Andre Holmes,Falcons,0,0,0,0,0,0,1.0,WR,0,0,10,1,0,0,0,0,4,2017
435,435,0,0,Marquise Goodwin,Cardinals,0,0,0,0,0,0,1.0,WR,0,0,18,1,0,0,0,0,4,2017
436,436,0,0,Phillip Dorsett,Patriots,0,0,0,0,0,0,1.0,WR,0,0,17,1,0,0,0,0,4,2017
437,437,0,0,Eric Decker,Texans,0,0,0,0,0,0,1.0,WR,0,0,13,2,0,0,0,0,4,2017
438,438,0,0,Amara Darboh,Steelers,0,0,0,0,0,0,1.0,WR,0,0,10,2,0,0,0,0,4,2017
439,439,0,0,Keelan Cole,Jets,0,0,0,0,0,0,1.0,WR,0,0,10,1,0,0,0,0,4,2017
440,440,0,0,Damiere Byrd,Patriots,0,0,0,0,0,0,1.0,WR,0,0,0,0,0,1,0,12,4,2017
441,441,0,0,Tyler Boyd,Browns,0,0,0,0,0,0,1.0,WR,0,0,15,2,0,0,0,0,4,2017
442,442,0,0,Cole Beasley,Cowboys,0,0,0,0,0,0,1.0,WR,0,0,17,3,0,0,0,0,4,2017
443,443,0,0,Taywan Taylor,Texans,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,1,0,6,4,2017
444,444,0,0,Torrey Smith,Chargers,0,0,0,0,0,0,0.0,WR,0,0,9,1,0,0,0,0,4,2017
445,445,0,0,Mohamed Sanu,Falcons,0,0,0,0,0,0,0.0,WR,0,0,3,1,0,1,0,4,4,2017
446,446,0,0,Breshad Perriman,Ravens,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,4,2017
