,Pass Yards Allowed,Point After,Sack,Pass TD,Points_y,Fumble Returns,Receiving Yards,Fumbles Lost,Total Yards,Rush Yards Allowed,Away Games_y,Pass Completions,Rush Yards,Pass Yards,Pass Attempts,Safety,Week,Year,Receiving 2PT,Touchdowns,Rush TD,Receptions,Pass 2PT,Rush 2PT,Receiving TD,Blocks,Interception,Points_x,Fumble TD,Pass Interceptions,Rush Attempts,Away Games_x
69,107.0,3,3.0,0,13.0,0,0,0,176,69,,20,27,228,32,0,2,2017,0,0,0,0,0,0,0,0,0,11.0,0,0,5,
70,107.0,3,3.0,0,13.0,0,0,0,176,69,,17,55,125,25,0,2,2017,0,0,0,0,0,0,0,0,0,10.0,0,0,8,
71,292.0,33,2.0,5,6.0,0,0,1,417,125,,25,6,378,35,0,3,2017,0,0,0,0,1,0,0,0,2,46.0,0,0,1,
72,292.0,33,2.0,2,6.0,0,0,0,417,125,,22,41,301,33,0,3,2017,0,0,0,0,0,0,0,0,2,24.0,0,2,8,
73,364.0,27,1.0,4,2.0,0,0,0,433,69,,29,26,373,49,0,3,2017,0,0,0,0,0,0,0,0,0,40.0,0,0,7,
74,364.0,27,1.0,2,2.0,0,0,0,433,69,,20,27,225,32,0,3,2017,0,0,0,0,0,0,0,0,0,23.0,0,0,7,
75,52.0,7,2.0,4,15.0,1,0,0,186,134,,20,18,244,31,0,3,2017,0,0,0,0,0,0,0,0,2,34.0,0,0,3,
76,52.0,7,2.0,1,15.0,1,0,0,186,134,,6,0,36,9,0,3,2017,0,0,0,0,0,0,0,0,2,7.0,0,0,0,
77,52.0,7,2.0,0,15.0,1,0,0,186,134,,0,-3,0,2,0,3,2017,0,0,0,0,0,0,0,0,2,0.0,0,0,3,
78,52.0,7,2.0,0,15.0,1,0,0,186,134,,8,0,28,18,0,3,2017,0,0,0,0,0,0,0,0,2,-3.0,0,2,0,
79,316.0,17,2.0,3,12.0,0,0,0,342,26,,25,18,369,33,0,3,2017,0,0,0,0,0,0,0,0,3,33.0,0,0,6,
80,316.0,17,2.0,2,12.0,0,0,0,342,26,,28,4,328,40,0,3,2017,0,0,0,0,0,0,0,0,3,19.0,0,3,1,
81,96.0,10,4.0,3,17.0,1,0,0,128,32,,25,2,365,30,0,3,2017,0,0,0,0,0,0,0,0,2,32.0,0,0,1,
82,96.0,10,4.0,1,17.0,1,0,0,128,32,,19,5,118,31,0,3,2017,0,0,0,0,0,0,0,0,2,6.0,0,2,2,
83,191.0,24,3.0,3,6.0,1,0,0,301,110,,28,23,313,42,0,3,2017,0,0,0,0,0,0,0,0,0,30.0,0,1,4,
84,191.0,24,3.0,2,6.0,1,0,0,301,110,,21,-2,212,27,0,3,2017,0,0,0,0,0,0,0,0,0,20.0,0,0,2,
85,292.0,41,0.0,2,4.0,2,0,0,418,126,,23,9,332,37,0,3,2017,0,0,1,0,0,0,0,0,0,29.0,0,1,1,
86,292.0,41,0.0,3,4.0,2,0,0,418,126,,22,-1,292,28,0,3,2017,0,0,0,0,0,0,0,0,0,29.0,0,0,1,
87,235.0,28,1.0,1,7.0,0,0,0,346,111,,17,14,259,24,0,3,2017,0,0,2,0,0,0,0,0,3,29.0,0,0,5,
88,235.0,28,1.0,2,7.0,0,0,0,346,111,,22,44,242,47,0,3,2017,0,0,1,0,0,0,0,0,3,25.0,0,3,7,
89,366.0,24,0.0,3,5.0,0,0,0,415,49,,35,0,366,47,0,3,2017,0,0,0,0,0,0,0,0,2,28.0,0,2,0,
90,366.0,24,0.0,1,5.0,0,0,0,415,49,,21,22,176,31,0,3,2017,0,0,0,0,0,0,0,0,2,15.0,0,0,6,
91,174.0,28,1.0,2,1.0,0,0,0,273,99,,13,16,183,18,0,3,2017,0,0,1,0,0,0,0,0,0,26.0,0,0,3,
92,174.0,28,1.0,2,1.0,0,0,0,273,99,,29,7,325,48,0,3,2017,0,0,0,0,0,0,0,0,0,25.0,0,0,3,
93,213.0,34,1.0,3,1.0,0,0,0,362,149,,22,0,220,29,0,3,2017,0,0,0,0,0,0,0,0,0,26.0,0,0,0,
94,213.0,34,1.0,0,1.0,0,0,0,362,149,,17,16,167,26,0,3,2017,0,0,1,0,0,0,0,0,0,7.0,0,3,3,
95,213.0,34,1.0,0,1.0,0,0,0,362,149,,2,0,17,7,0,3,2017,0,0,0,0,0,0,0,0,0,0.0,0,0,0,
96,255.0,16,3.0,2,11.0,0,0,0,366,111,,20,13,213,26,0,3,2017,0,0,0,0,0,0,0,0,2,21.0,0,0,8,
97,255.0,16,3.0,0,11.0,0,0,0,366,111,,24,12,259,40,0,3,2017,0,0,0,0,0,0,0,0,2,7.0,0,2,3,
98,122.0,24,5.0,2,6.0,0,0,0,311,189,,16,9,155,21,0,3,2017,0,0,0,0,0,0,0,0,0,18.0,0,0,2,
99,122.0,24,5.0,0,6.0,0,0,0,311,189,,20,0,237,40,0,3,2017,0,0,0,0,0,0,0,0,0,3.0,0,3,0,
100,277.0,30,2.0,1,14.0,0,0,0,428,151,,25,19,264,45,0,3,2017,0,1,0,0,0,0,0,0,3,17.0,0,0,2,
101,277.0,30,2.0,2,14.0,0,0,0,428,151,,24,-1,294,35,0,3,2017,0,1,0,0,0,0,0,0,3,17.0,0,3,1,
102,195.0,6,3.0,1,17.0,0,0,0,225,30,,18,7,249,23,0,3,2017,0,0,0,0,0,0,0,0,2,15.0,0,0,4,
103,195.0,6,3.0,1,17.0,0,0,0,225,30,,26,9,220,44,0,3,2017,0,0,0,0,0,0,0,0,2,12.0,0,1,1,
104,212.0,17,3.0,1,13.0,2,0,1,282,70,,22,6,235,39,0,3,2017,0,0,0,0,0,0,0,1,0,14.0,0,0,1,
105,212.0,17,3.0,1,13.0,2,0,0,282,70,,15,4,101,22,0,3,2017,0,0,0,0,0,0,0,1,0,8.0,0,1,3,
106,109.0,14,2.0,4,22.0,1,0,0,195,86,,25,24,283,34,0,4,2017,0,1,1,0,0,0,0,0,4,41.0,0,1,4,
107,109.0,14,2.0,0,22.0,1,0,0,195,86,,6,39,96,10,0,4,2017,0,1,2,0,0,0,0,0,4,14.0,0,2,4,
108,109.0,14,2.0,0,22.0,1,0,1,195,86,,4,0,21,10,0,4,2017,0,1,0,0,0,0,0,0,4,-5.0,0,2,0,
109,304.0,33,2.0,3,6.0,1,0,0,444,140,,22,44,316,29,0,4,2017,0,0,1,0,0,0,0,0,1,38.0,0,1,8,
110,304.0,33,2.0,2,6.0,1,0,0,444,140,,32,2,307,45,0,4,2017,0,0,0,0,0,0,0,0,1,24.0,0,0,1,
111,264.0,31,3.0,4,5.0,1,0,1,350,86,,25,29,286,30,0,4,2017,0,0,0,0,0,0,0,0,0,36.0,0,0,4,
112,264.0,31,3.0,0,5.0,1,0,0,350,86,,16,10,118,34,0,4,2017,0,0,0,0,0,0,0,0,0,3.0,0,1,5,
113,264.0,31,3.0,0,5.0,1,0,0,350,86,,5,0,65,8,0,4,2017,0,0,0,0,0,0,0,0,0,2.0,0,0,0,
114,288.0,23,0.0,3,1.0,0,0,0,379,91,,22,12,332,38,0,4,2017,0,0,0,0,0,0,0,0,0,32.0,0,0,4,
115,288.0,23,0.0,2,1.0,0,0,0,379,91,,30,22,288,49,0,4,2017,0,0,1,0,0,0,0,0,0,31.0,0,0,3,
116,205.0,14,1.0,4,13.0,2,0,0,308,103,,18,-1,179,26,0,4,2017,0,0,0,0,0,0,0,0,2,31.0,0,0,1,
117,205.0,14,1.0,1,13.0,2,0,2,308,103,,21,0,218,33,0,4,2017,0,0,0,0,0,0,0,0,2,8.0,0,2,1,
118,205.0,14,1.0,0,13.0,2,0,0,308,103,,1,0,0,1,0,4,2017,0,0,0,0,0,0,0,0,2,0.0,0,0,0,
119,139.0,18,3.0,2,23.0,1,0,0,237,98,,21,38,295,26,0,4,2017,0,2,1,0,1,0,0,0,1,30.0,0,2,4,
120,206.0,9,4.0,2,17.0,1,0,0,288,82,,21,38,295,26,0,4,2017,0,0,1,0,1,0,0,0,2,30.0,0,2,4,
121,139.0,18,3.0,1,23.0,1,0,1,237,98,,16,33,157,29,0,4,2017,0,2,0,0,0,0,0,0,1,12.0,0,1,3,
122,206.0,9,4.0,1,17.0,1,0,1,288,82,,16,33,157,29,0,4,2017,0,0,0,0,0,0,0,0,2,12.0,0,1,3,
123,220.0,20,0.0,1,12.0,1,0,0,331,111,,27,56,293,37,0,4,2017,0,1,1,0,0,0,0,0,0,28.0,0,0,7,
124,220.0,20,0.0,2,12.0,1,0,0,331,111,,14,38,220,24,0,4,2017,0,1,0,0,0,0,0,0,0,23.0,0,0,7,
125,244.0,35,1.0,3,1.0,0,0,0,412,168,,20,25,252,36,0,4,2017,0,0,0,0,0,0,0,0,0,28.0,0,1,3,
126,244.0,35,1.0,2,1.0,0,0,0,412,168,,21,-1,255,36,0,4,2017,0,0,0,0,0,0,0,0,0,22.0,0,0,1,
127,240.0,26,1.0,2,2.0,0,0,1,454,214,,22,0,347,38,0,4,2017,0,0,0,0,0,0,0,0,0,24.0,0,0,0,
128,240.0,26,1.0,1,2.0,0,0,0,454,214,,17,14,242,31,0,4,2017,0,0,0,0,0,0,0,0,0,16.0,0,0,6,
129,261.0,20,1.0,2,5.0,0,0,0,347,86,,29,3,268,41,0,4,2017,0,0,0,0,0,0,0,0,0,22.0,0,0,4,
130,261.0,20,1.0,0,5.0,0,0,0,347,86,,20,5,164,28,0,4,2017,0,0,0,0,0,0,0,0,0,4.0,0,1,1,
131,210.0,15,3.0,1,9.0,0,0,0,305,95,,33,1,357,51,0,4,2017,0,0,0,0,0,0,0,0,1,18.0,0,1,2,
132,210.0,15,3.0,0,9.0,0,0,0,305,95,,24,3,234,49,0,4,2017,0,0,0,0,0,0,0,0,1,7.0,0,1,1,
133,164.0,23,3.0,1,4.0,0,0,0,281,117,,12,12,182,20,0,4,2017,0,0,0,0,0,0,0,0,0,14.0,0,0,7,
134,164.0,23,3.0,1,4.0,0,0,1,281,117,,24,8,242,42,0,4,2017,0,0,0,0,0,0,0,0,0,10.0,0,2,1,
135,230.0,10,3.0,1,12.0,0,0,0,254,24,,16,1,179,26,0,4,2017,0,0,0,0,0,0,0,0,1,13.0,0,0,4,
136,230.0,10,3.0,1,12.0,0,0,0,254,24,,10,0,143,18,0,4,2017,0,0,0,0,0,0,0,0,1,11.0,0,0,0,
137,230.0,10,3.0,0,12.0,0,0,0,254,24,,11,0,106,17,0,4,2017,0,0,0,0,0,0,0,0,1,2.0,0,1,0,
138,208.0,26,1.0,1,4.0,0,0,0,381,173,,18,-1,216,30,0,4,2017,0,0,0,0,0,0,0,0,1,12.0,0,1,1,
139,208.0,26,1.0,1,4.0,0,0,0,381,173,,31,0,235,49,0,4,2017,0,0,0,0,0,0,0,0,1,11.0,0,2,0,
140,136.0,20,1.0,1,7.0,0,0,0,311,175,,15,38,140,35,0,4,2017,0,0,0,0,0,0,0,0,1,12.0,0,1,4,
141,136.0,20,1.0,0,7.0,0,0,1,311,175,,22,0,224,31,0,4,2017,0,0,0,0,0,0,0,0,1,5.0,0,1,1,
142,154.0,14,6.0,0,10.0,0,0,0,251,97,,19,-3,209,31,0,4,2017,0,0,0,0,1,0,0,0,0,10.0,0,0,3,
143,154.0,14,6.0,0,10.0,0,0,0,251,97,,16,0,219,30,0,4,2017,0,0,0,0,0,0,0,0,0,8.0,0,0,0,
144,323.0,42,1.0,5,1.0,0,0,0,450,127,,16,31,261,31,0,5,2017,0,0,0,0,0,1,0,0,0,45.0,0,0,3,
145,323.0,42,1.0,3,1.0,0,0,0,450,127,,29,19,324,37,0,5,2017,0,0,0,0,0,0,0,0,0,31.0,0,0,5,
146,276.0,7,2.0,4,13.0,1,0,0,307,31,,21,11,304,30,0,5,2017,0,0,0,0,0,0,0,1,0,35.0,0,1,6,
147,276.0,7,2.0,1,13.0,1,0,0,307,31,,28,0,291,44,0,5,2017,0,0,0,0,0,0,0,1,0,17.0,0,0,0,
148,182.0,35,4.0,3,6.0,1,0,0,342,160,,25,37,251,36,0,5,2017,0,0,1,0,0,0,0,0,0,35.0,0,1,4,
149,182.0,35,4.0,3,6.0,1,0,0,342,160,,19,32,221,29,0,5,2017,0,0,0,0,0,0,0,0,0,29.0,0,0,4,
150,334.0,27,3.0,3,4.0,0,0,0,362,28,,26,0,355,33,0,5,2017,0,0,0,0,0,0,0,0,0,32.0,0,0,7,
151,334.0,27,3.0,2,4.0,0,0,1,362,28,,23,0,229,35,0,5,2017,0,0,0,0,0,0,0,0,0,20.0,0,0,0,
152,258.0,27,0.0,3,5.0,0,0,0,382,124,,21,5,258,44,1,5,2017,0,0,0,0,0,0,0,0,1,26.0,0,1,4,
153,258.0,27,0.0,2,5.0,0,0,1,382,124,,21,0,225,36,1,5,2017,0,0,0,0,0,0,0,0,1,18.0,0,1,0,
154,336.0,23,2.0,2,3.0,0,0,0,402,66,,29,0,353,46,0,5,2017,0,0,0,0,0,0,0,0,0,26.0,0,0,2,
155,336.0,23,2.0,0,3.0,0,0,0,402,66,,22,14,314,34,0,5,2017,0,0,1,0,0,0,0,0,0,17.0,0,1,8,
156,289.0,19,3.0,1,11.0,1,0,0,402,113,,26,11,334,46,0,5,2017,0,0,0,0,0,0,0,0,1,20.0,0,0,3,
157,289.0,19,3.0,1,11.0,1,0,1,402,113,,30,5,303,40,0,5,2017,0,0,0,0,0,0,0,0,1,15.0,0,1,2,
158,178.0,17,3.0,2,9.0,0,0,0,212,34,,16,30,194,19,0,5,2017,0,0,0,0,0,0,0,0,1,20.0,0,1,4,
159,178.0,17,3.0,2,9.0,0,0,0,212,34,,23,-3,194,30,0,5,2017,0,0,0,0,0,0,0,0,1,17.0,0,1,3,
160,178.0,17,3.0,0,9.0,0,0,1,212,34,,8,29,87,17,0,5,2017,0,0,0,0,0,0,0,0,1,2.0,0,1,6,
161,139.0,16,6.0,1,12.0,0,0,0,221,82,,22,2,328,36,0,5,2017,0,0,0,0,0,0,0,0,1,15.0,0,2,5,
162,139.0,16,6.0,1,12.0,0,0,0,221,82,,20,3,166,37,0,5,2017,0,0,0,0,0,0,0,0,1,10.0,0,1,1,
163,222.0,30,0.0,1,0.0,0,0,0,365,143,,13,15,159,26,0,5,2017,0,0,0,0,0,0,0,0,0,13.0,0,0,2,
164,222.0,30,0.0,0,0.0,0,0,0,365,143,,19,-4,222,26,0,5,2017,0,0,0,0,0,0,0,0,0,8.0,0,0,3,
165,141.0,20,4.0,1,10.0,0,0,0,300,159,,17,22,140,21,1,5,2017,0,0,0,0,0,0,0,0,0,13.0,0,0,1,
166,141.0,20,4.0,1,10.0,0,0,1,300,159,,12,22,128,25,1,5,2017,0,0,0,0,0,1,0,0,0,12.0,0,1,3,
167,141.0,20,4.0,0,10.0,0,0,0,300,159,,5,0,36,11,1,5,2017,0,0,0,0,0,0,0,0,0,1.0,0,0,0,
168,179.0,16,3.0,1,11.0,0,0,0,241,62,,24,16,198,37,0,5,2017,0,0,0,0,0,0,0,0,2,12.0,0,1,5,
169,179.0,16,3.0,0,11.0,0,0,1,241,62,,22,22,288,47,0,5,2017,0,0,0,0,0,0,0,0,2,8.0,0,2,1,
170,119.0,10,6.0,1,23.0,2,0,1,188,69,,21,0,141,32,0,5,2017,0,1,0,0,0,0,0,0,0,10.0,0,0,0,
171,119.0,10,6.0,1,23.0,2,0,0,188,69,,12,8,92,26,0,5,2017,0,1,0,0,0,0,0,0,0,7.0,0,1,2,
172,275.0,10,2.0,0,19.0,3,0,0,375,100,,33,1,312,55,0,5,2017,0,0,0,0,0,0,0,0,2,2.0,0,5,1,
173,82.0,30,2.0,0,4.0,0,0,0,313,231,,33,1,312,55,0,5,2017,0,0,0,0,0,0,0,0,1,2.0,0,5,1,
174,275.0,10,2.0,0,19.0,3,0,0,375,100,,8,9,95,14,0,5,2017,0,0,0,0,0,0,0,0,2,1.0,0,1,1,
175,82.0,30,2.0,0,4.0,0,0,0,313,231,,8,9,95,14,0,5,2017,0,0,0,0,0,0,0,0,1,1.0,0,1,1,
176,250.0,24,3.0,2,6.0,0,0,0,335,85,,25,26,330,37,0,6,2017,0,0,1,0,0,0,0,0,1,31.0,0,1,4,
177,250.0,24,3.0,1,6.0,0,0,0,335,85,,19,14,245,36,0,6,2017,0,0,0,0,0,0,0,0,1,14.0,0,1,1,
178,250.0,24,3.0,0,6.0,0,0,0,335,85,,4,0,34,11,0,6,2017,0,0,0,0,0,0,0,0,1,1.0,0,0,0,
179,113.0,17,4.0,3,22.0,0,0,0,247,134,,17,23,225,29,1,6,2017,0,1,0,0,1,0,0,0,3,29.0,0,1,6,
180,113.0,17,4.0,1,22.0,0,0,0,247,134,,20,36,140,37,1,6,2017,0,1,0,0,0,0,0,0,3,8.0,0,3,5,
181,209.0,28,3.0,3,5.0,1,0,1,310,101,,16,25,222,30,0,6,2017,0,0,0,0,0,0,0,0,0,27.0,0,0,6,
182,209.0,28,3.0,1,5.0,1,0,0,310,101,,28,71,239,52,0,6,2017,0,0,1,0,0,0,0,0,0,22.0,0,3,11,
183,344.0,33,2.0,3,6.0,0,0,0,414,70,,18,-4,283,22,0,6,2017,0,0,0,0,0,0,0,0,2,27.0,0,1,5,
184,344.0,33,2.0,3,6.0,0,0,0,414,70,,22,12,290,32,0,6,2017,0,0,0,0,0,0,0,0,2,26.0,0,2,2,
185,344.0,33,2.0,0,6.0,0,0,0,414,70,,5,0,61,10,0,6,2017,0,0,0,0,0,0,0,0,2,2.0,0,0,0,
186,257.0,24,0.0,2,5.0,1,0,0,375,118,,31,21,354,47,0,6,2017,0,0,0,0,0,0,0,0,1,24.0,0,2,3,
187,257.0,24,0.0,2,5.0,1,0,0,375,118,,20,-1,257,38,0,6,2017,0,0,0,0,0,0,0,0,1,20.0,0,1,1,
188,281.0,38,5.0,3,33.0,2,0,2,347,66,,25,4,312,52,0,6,2017,0,3,0,0,0,0,0,0,3,22.0,0,3,2,
189,281.0,38,5.0,2,33.0,2,0,0,347,66,,20,1,186,30,0,6,2017,0,3,0,0,0,0,0,0,3,15.0,0,2,1,
190,118.0,23,3.0,1,6.0,0,0,0,266,148,,29,9,376,50,0,6,2017,0,0,0,0,0,0,0,1,0,17.0,0,2,1,
191,118.0,23,3.0,1,6.0,0,0,0,266,148,,11,0,128,19,0,6,2017,0,0,0,0,0,0,0,1,0,11.0,0,0,1,
192,118.0,23,3.0,0,6.0,0,0,0,266,148,,2,-1,18,4,0,6,2017,0,0,0,0,0,0,0,1,0,0.0,0,0,1,
193,245.0,19,1.0,1,7.0,0,0,0,439,194,,19,13,246,34,0,6,2017,0,0,0,0,0,0,0,0,1,16.0,0,0,4,
194,245.0,19,1.0,1,7.0,0,0,0,439,194,,17,-2,252,25,0,6,2017,0,0,0,0,0,0,0,0,1,14.0,0,1,2,
195,263.0,17,1.0,1,7.0,1,0,0,343,80,,25,-4,268,36,0,6,2017,0,0,0,0,0,0,0,0,0,16.0,0,0,2,
196,263.0,17,1.0,1,7.0,1,0,0,343,80,,21,0,171,30,0,6,2017,0,0,0,0,0,0,0,0,0,8.0,0,2,1,
197,212.0,22,1.0,1,4.0,1,0,0,297,85,,23,0,306,32,0,6,2017,0,0,0,0,0,0,0,0,0,16.0,0,1,2,
198,212.0,22,1.0,1,4.0,1,0,0,297,85,,21,15,212,37,0,6,2017,0,0,0,0,0,0,0,0,0,15.0,0,0,4,
199,151.0,20,0.0,2,6.0,0,0,0,289,138,,19,-1,151,33,0,6,2017,0,0,0,0,0,0,0,0,1,16.0,0,1,1,
200,151.0,20,0.0,1,6.0,0,0,0,289,138,,24,0,248,35,0,6,2017,0,0,0,0,0,0,0,0,1,13.0,0,1,0,
201,155.0,10,4.0,1,17.0,0,0,0,227,72,,24,15,239,38,0,6,2017,0,0,0,0,0,0,0,0,3,14.0,0,1,2,
202,155.0,10,4.0,1,17.0,0,0,0,227,72,,18,3,157,33,0,6,2017,0,0,0,0,0,0,0,0,3,6.0,0,3,1,
203,155.0,10,4.0,0,17.0,0,0,0,227,72,,2,0,18,4,0,6,2017,0,0,0,0,0,0,0,0,3,0.0,0,0,0,
204,107.0,27,3.0,1,6.0,1,0,0,249,142,,23,19,241,35,0,6,2017,0,0,0,0,0,0,0,0,0,14.0,0,1,2,
205,107.0,27,3.0,1,6.0,1,0,0,249,142,,11,9,124,21,0,6,2017,0,0,0,0,0,0,0,0,0,10.0,0,0,4,
206,111.0,27,4.0,1,21.0,2,0,1,342,231,,8,32,113,16,0,6,2017,0,2,0,0,0,0,0,0,0,12.0,0,0,4,
207,111.0,27,4.0,0,21.0,2,0,0,342,231,,24,2,180,41,0,6,2017,0,2,0,0,1,0,0,0,0,5.0,0,2,1,
208,269.0,24,4.0,4,7.0,0,0,0,344,75,,17,63,268,25,0,7,2017,0,0,0,0,0,0,0,0,1,38.0,0,1,8,
209,269.0,24,4.0,3,7.0,0,0,0,344,75,,30,18,303,40,0,7,2017,0,0,0,0,0,0,0,0,1,29.0,0,1,3,
210,236.0,40,0.0,3,0.0,0,0,0,501,265,,16,26,234,25,0,7,2017,0,0,1,0,0,0,0,0,0,35.0,0,0,4,
211,236.0,40,0.0,0,0.0,0,0,2,501,265,,22,30,235,38,0,7,2017,0,0,1,0,0,0,0,0,0,16.0,0,0,5,
212,236.0,40,0.0,0,0.0,0,0,0,501,265,,1,13,2,2,0,7,2017,0,0,0,0,0,0,0,0,0,1.0,0,0,2,
213,331.0,30,1.0,3,1.0,0,0,0,425,94,,29,15,417,52,0,7,2017,0,0,0,0,0,0,0,0,0,35.0,0,0,1,
214,331.0,30,1.0,3,1.0,0,0,0,425,94,,25,0,342,36,0,7,2017,0,0,0,0,0,0,0,0,0,31.0,0,0,1,
215,321.0,24,1.0,3,4.0,1,0,0,425,104,,27,10,334,39,0,7,2017,0,0,0,0,0,0,0,0,0,32.0,0,0,2,
216,321.0,24,1.0,1,4.0,1,0,1,425,104,,19,0,134,39,0,7,2017,0,0,0,0,0,0,0,0,0,10.0,0,0,0,
217,321.0,24,1.0,0,4.0,1,0,0,425,104,,0,-1,0,0,0,7,2017,0,0,0,0,0,0,0,0,0,0.0,0,0,1,
218,378.0,27,1.0,3,8.0,2,0,1,447,69,,32,0,384,44,0,7,2017,0,0,0,0,0,0,0,0,1,30.0,0,1,1,
219,378.0,27,1.0,1,8.0,2,0,0,447,69,,20,53,268,33,0,7,2017,0,0,0,0,0,0,0,0,1,21.0,0,0,6,
220,180.0,28,3.0,3,7.0,1,0,0,272,92,,17,1,209,27,0,7,2017,0,0,1,0,0,0,0,0,1,30.0,0,1,3,
221,180.0,28,3.0,2,7.0,1,0,0,272,92,,13,0,188,21,0,7,2017,0,0,0,0,0,0,0,0,1,17.0,0,1,0,
222,180.0,28,3.0,2,7.0,1,0,0,272,92,,12,0,138,16,0,7,2017,0,0,0,0,0,0,0,0,1,15.0,0,1,0,
223,324.0,26,1.0,1,8.0,0,0,0,485,161,,27,-1,331,38,0,7,2017,0,0,1,0,0,0,0,1,2,21.0,0,2,5,
224,324.0,26,1.0,0,8.0,0,0,0,485,161,,12,44,87,25,0,7,2017,0,0,1,0,0,0,0,1,2,11.0,0,1,3,
225,223.0,7,1.0,2,10.0,0,0,0,343,120,,21,5,249,29,0,7,2017,0,0,0,0,0,0,0,1,0,21.0,0,0,5,
226,223.0,7,1.0,1,10.0,0,0,0,343,120,,23,37,233,33,0,7,2017,0,0,0,0,0,0,0,1,0,18.0,0,0,3,
227,108.0,14,4.0,2,12.0,0,0,0,179,71,,14,-3,224,24,0,7,2017,0,0,0,0,0,0,0,0,2,20.0,0,0,3,
228,131.0,7,1.0,2,10.0,1,0,0,177,46,,14,-3,224,24,0,7,2017,0,0,0,0,0,0,0,0,0,20.0,0,0,3,
229,108.0,14,4.0,2,12.0,0,0,0,179,71,,17,8,140,30,0,7,2017,0,0,0,0,0,0,0,0,2,13.0,0,2,3,
230,131.0,7,1.0,2,10.0,1,0,0,177,46,,17,8,140,30,0,7,2017,0,0,0,0,0,0,0,0,0,13.0,0,2,3,
231,171.0,0,3.0,1,17.0,0,0,0,196,25,,22,13,235,37,0,7,2017,0,0,1,0,0,0,0,0,2,20.0,0,1,2,
232,171.0,0,3.0,0,17.0,0,0,0,196,25,,10,0,122,18,0,7,2017,0,0,0,0,0,0,0,0,2,2.0,0,1,0,
233,171.0,0,3.0,0,17.0,0,0,0,196,25,,5,4,66,14,0,7,2017,0,0,0,0,0,0,0,0,2,0.0,0,1,1,
234,171.0,0,3.0,0,17.0,0,0,0,196,25,,0,-1,0,0,0,7,2017,0,0,0,0,0,0,0,0,2,0.0,0,0,1,
235,182.0,0,5.0,2,27.0,2,0,0,251,69,,15,0,183,26,0,7,2017,0,1,0,0,0,0,0,0,1,19.0,0,0,0,
236,182.0,0,5.0,0,27.0,2,0,1,251,69,,25,14,207,35,0,7,2017,0,1,0,0,0,0,0,0,1,6.0,0,1,2,
237,330.0,27,1.0,1,6.0,2,0,1,518,188,,18,11,330,26,0,7,2017,0,0,0,0,0,0,0,0,0,19.0,0,0,4,
238,330.0,27,1.0,0,6.0,2,0,0,518,188,,22,31,200,37,0,7,2017,0,0,0,0,0,0,0,0,0,11.0,0,0,5,
239,144.0,16,5.0,1,9.0,0,0,0,208,64,,27,0,186,39,0,7,2017,0,0,0,0,0,0,0,0,0,13.0,0,0,1,
240,144.0,16,5.0,0,9.0,0,0,0,208,64,,20,9,188,31,0,7,2017,0,0,0,0,0,0,0,0,0,5.0,0,1,1,
241,185.0,3,5.0,0,33.0,1,0,1,293,108,,21,50,211,34,0,7,2017,0,2,0,0,0,0,0,0,2,8.0,0,2,9,
242,185.0,3,5.0,0,33.0,1,0,0,293,108,,4,3,107,7,0,7,2017,0,2,0,0,0,0,0,0,2,4.0,0,0,5,
243,189.0,12,2.0,0,11.0,1,0,0,269,80,,21,8,203,34,0,7,2017,0,0,0,0,0,0,0,0,0,8.0,0,0,1,
244,189.0,12,2.0,0,11.0,1,0,0,269,80,,10,-1,121,19,0,7,2017,0,0,0,0,0,0,0,0,0,2.0,0,1,1,
245,189.0,12,2.0,0,11.0,1,0,0,269,80,,12,0,114,20,0,7,2017,0,0,0,0,0,0,0,0,0,0.0,0,2,0,
246,367.0,38,5.0,4,17.0,0,0,0,509,142,,26,30,452,41,0,8,2017,0,1,0,0,0,0,0,0,3,43.0,0,1,4,
247,411.0,15,2.0,4,8.0,1,0,0,482,71,,26,30,452,41,0,8,2017,0,0,0,0,0,0,0,0,0,43.0,0,1,4,
248,367.0,38,5.0,4,17.0,0,0,0,509,142,,19,67,402,30,0,8,2017,0,1,0,0,0,0,0,0,3,40.0,0,3,8,
249,411.0,15,2.0,4,8.0,1,0,0,482,71,,19,67,402,30,0,8,2017,0,0,0,0,0,0,0,0,0,40.0,0,3,8,
250,246.0,25,1.0,2,6.0,2,0,0,386,140,,26,0,257,33,0,8,2017,0,0,0,0,0,0,0,0,0,22.0,0,0,1,
251,246.0,25,1.0,2,6.0,2,0,2,386,140,,18,17,254,29,0,8,2017,0,0,0,0,0,0,0,0,0,21.0,0,0,6,
252,216.0,23,4.0,2,15.0,0,0,0,331,115,,17,10,243,29,0,8,2017,0,1,0,0,0,0,0,1,1,22.0,0,0,3,
253,216.0,23,4.0,2,15.0,0,0,0,331,115,,25,6,233,39,0,8,2017,0,1,0,0,0,0,0,1,1,19.0,0,1,1,
254,287.0,33,1.0,2,5.0,0,0,0,375,88,,27,0,288,43,0,8,2017,0,0,0,0,0,0,0,1,1,21.0,0,1,0,
255,287.0,33,1.0,0,5.0,0,0,0,375,88,,18,18,179,34,0,8,2017,0,0,1,0,0,0,0,1,1,14.0,0,0,5,
256,144.0,10,4.0,2,23.0,0,0,0,238,94,,18,7,211,32,0,8,2017,0,1,0,0,1,0,0,1,2,20.0,0,1,2,
